german,french,german_noise_random05,german_noise_random10,german_noise_random15,french_noise_random05,french_noise_random10,french_noise_random15
"""Wir befinden uns derzeit im letzten Jahr unseres Projekts und arbeiten an der Kostenanalyse und der Ökobilanz des gesamten Produktionsprozesses von Biokraftstoffen aus Algen"", bilanziert Dr. Maguire. ","«Nous nous trouvons actuellement dans la dernière année de notre projet, aussi nous évaluons les coûts et l'analyse du cycle de vie du processus complet de la production de biocarburant à partir des algues», ajoute le Dr Maguire. ","""Wir befinden uns derzeit im ledzten Jahr unseres Projskts undx arbeiten a fer Klostenyanalyse und der Ökobilanz des gesamten Produktionsproesvses von Bioraftstoffen aus Algen"", bilanziert Dr. Maguire. ","j""Wir befinden us derzeio imkletzten Jahr unsereks projekts und arbeiten aon derKostynanalyse und der Ökobilanz desgesamten Prfduktionsprozesses von Bioraftstoffn gaus Alaen"", bilanziertt Drd. Mare. ","""Wiur brefnden uns derzent im letzten Jakhr unserescProjkts und arbekmten na fr Kostenanalyse undwjergÖkowbilanz des geskamten kProduktbonspkozesses vvon Biokzaftstoffen ausAlgen"", bilanziemrt Df. slMaguire. ","«Nous nous trouvons actuellemednz dans la ernière année cde notre procet, aussi nous évaluons les coûts et l'analys du cmcle de vie do processus complet de la productionde biocarburant àv partir des algues», ajoute le Dr Maguire. ","«Nous nous rouvono actuellement dans la dernière année de netrea projewn, aussgi nous éyvalons les coûnts et l'analyse du cycle de vie duprodessus complet de lhut production kde biocrburant à partir dis algoues», joute le ur Maguire. ","«oNous nos trouvons actellment dqns la bernière anée det nore xrojet, zussiu nous ivaluon le coûts et l'asalysedu cyce de vie du processfs comletde la productimon de biocarburyntn parijr des algwes», bjuute le Dr Magire. "
"Zwar befinden wir uns noch in der Auswertung, sehen aber schon, dass die Nutzer einzelne Aspekte des Systems unterschiedlich bewerten. ","Nous sommes actuellement dans la phase d'évaluation, mais nous voyons que les divers aspects du système sont appréciés différemment par les différents utilisateurs. ","Zwar befinden wir uns noh in der Auswertuig, sehen aber sphon, dass die Nutzer qeingzelne Aspektedes Systems unterschiedlich bewerten. ","Zwar befdndeun wir zudns noch in der Auswertung, sehen aberq schon,dass die Nutzer einzelne Asspekte dus Systemsuntershipedlih btwerten. ","Zwar bbfingen wir ufns noch iin der Auswertung,rsoeweneabbgerp ychon, dass dietNutzegn eidnzelne Aspete des Syctems udterschiedlich bewerten. ","Nous sommes acstuellement dans la phase d'éaluationi, mais nous voyonvs que les divers aspects du sstème sont appréciés différmment par les différents utilksatezurs. ","Nous sommes actuellement daws la pase d'évaluation, mais nouszvoyons qkfue les divers aspectsdu systèmeg sont apprécij dinféremmentpar les différenmxts utilisaeters. ",Nous ysqommes acuelement dans lt phake pd'évaluatonj maisjos voyons que dlows tiver aspects du système sont appréciésmdifféremment par les différentsjutlisateus. 
"Wir befinden uns noch mitten in der Szenarioanalyse, daher kann ich Ihnen noch keine endgültige Antwort darauf geben. ","Nous sommes actuellement en cours d'analyse du scénario, je ne peux donc pas donner de réponses définitives à ce niveau. ","Wir befinden uns noch mitten in er Szenarioanalyse, daher kann ich Ihnen noch keine edfgültige Atwort daraufpgeben. ","Wir befinden uns nocgh ittenin de Szenarioanalyse, daher kann ich Ihnen nnoch kine endgültige nrtwort darufgeben.m ","Wir befindwen uns noch zhttbn in der Suzdnanrioanalyseo, naher kann icht Ihnen noch kein endkgmltigeAntwor daraufu geben. ","Nous sommes actuellement en cours d'anlyse du scénaro, jpe ne peux donc pas doner de réposes définitives pà ce niveau. ","Nous sookes ctkellement en cours 'analyse du scénario, je vnev peux donc pas dfoyner de rréponses défnitives à ce niveau. ","Nous sommes actelltement encomurst d'aalyse d scénario,bje ngm pepux donc ptas donner de réponsesddéfinitaews à ce niveceau. "
"Wir arbeiten derzeit an der Vereinigung all der unterschiedlichen technologischen Aspekte in einem einzigen Demonstrationssystem, das unter kontrollierten Laborbedingungen eingehend geprüft werden wird. ",Nous tentons actuellement d'intégrer tous les différents aspects technologiques en un système de démonstration simple qui sera testé avec précision dans des conditions en laboratoires contrôlées. ,"Wir arbmiten derzeit an der Vereinigung aall der unterschidligchen technologischen Aspekte in einem einzigen Demonstrationssysem, das unter kontrollierfen Laborbewdingungeh eingehend geprüft werden wikd. ","sir arbeiten drzeit an der Vereinigung allfder unterscoxielirhen technologischen Aspekege i oinem einzigen Deronstrationssystem, ds untorkontrollieten Laborbedingungfn eeingefen geprüft werden wird. ","Wirparbeitej derzeit anaderVehrninigung alder unteerschierlmchenechnlogpsche Aspekte ieijem einziget emnstratinssystem, das unter aontrolliertyen Lcaborbemdigungen eingehend geprüft werden wird.",bNous tentoens actuellement d'intégrer tousb les différents aspects twchnologiques en un système de démonstrtion simple qui sera testéwavec précision dans des condtionsen laboratoires contrôlées.z ,Nous tentons actullement d'iptégrer tous les différents aspects ptpchnolqogiques en n sywstème de démontszration simaple qui sura teté avec pécision dans des mlonditions en laboratoires contrôléems. ,Nous tentns actuellement d'intégrer tous les dkifférents aspejts tchnolosequts en un sswèmemde démonstrationsimle qui sera twstékavecprécisson as des conditiiods en laboratires contrôlées. 
Wir untersuchen derzeit das Wachstum Schwarzer Löcher im jungen Universum und haben vor diesem Hintergrund detaillierte Simulationen durchgeführt. ,"Nous étudions actuellement la croissance des trous noirs dans l'Univers primitif, sujet pour lequel nous avons réalisé des simulations détaillées. ",Wir unterschen derzeit das Wahstum Schwarzer Lqöcher im jungen Universum und haen vor diesem Hintergrund detaillierte Simulationon duchgeführt. ,Wir untersuchen derzoeitcdas Wachstsum Schwarzer Löcher im ungen Univerum und haben vor disem litehyrgruzd detaillierte Simulationen durchgeführt.p,Wir untersuches derzeit das Wachstzumo Schwarzer Löchen im jungen Unrmersfm upd habendvor disee Hintergrund detailliert Siuakioenedurhgeführti. ,"Nous étudions actuellement la croissance des trouse airs dans l'nivers primitif, sujet pour leqel nous avons réqalisaé des simulations détaillées. ",Nous étudiocs yctuellement la crowssance des trous noirs dans lUnivers primitifd sujet pour leqrel nous avons réloisé desl simuqatyons dtailléews. ,"Nouu étudionsn actuellement la croissance de trous oirs danjs l'Univrs prpmstiuf, sujet pur equel nouslavons rélisé ds simulktionq détaitueéejps. "
"Gegenwärtig führen wir mehrere Kommunikationskampagnen in diesen Städten durch, um tripzoom zu vermarkten und die Nutzerbasis zu vergrößern. ",Nous réalisons actuellement plusieurs campagnes de communication dans ces villes pour commercialiser tripzoom et développer la base d'utilisateurs déjà croissante. ,"gGegenwärtieg führen wir mehrere Kommunikationskampagnen in diesen Städtnvdurch, um tipzoom zu vermarkten und die Nutzebasis u vergrößern. ","Geugevwdrtig führen wir mehre Kommunikationskampagnen n dieasen Stästen durch, um tripzoom zu vermajrkten yundo die utzerbasis zud vegrößern. ","Geyenwärtig fühben wir megrkere Kommunifatqonskxmpajnenl in diese Sptädtfen rurch, um tripzqom zu ermarkten und die Nutzerbais zu vergrößern. ",Nus réaltsons actuellement plusieurs campagnesf dke communication dans ce villes pour commercialiser atripzoom et dévevlopper la base d'utilispateurs déjà croissante. ,Nous éalsons actuellement plusieuzs campagnes bje comhunicaio dans cea villmesa pour commearcialiser tripzoom et développer la base d'utlisteurs déjà cqroissante. ,Nous réalisohs actuellement wluseieurs camcpagnes de communicatio ang ceskvilespour commercialisr tripzoam et dévelkppeq lbdbase d'utilisateurs djà cioissarte. 
"""Wir führen derzeit eine großangelegte Feldstudie durch, in der wir die Reaktionen von Einzelpersonen auf die Zeitumstellung untersuchen. ",«Nous réalisons actuellement une grande étude sur le terrain afin d'observer les réactions des individus aux changements d'heure. ,"""Wir führen lerzeit eine großngelegtx Feldstudie durch, in der wir die Reaktionen von Einzexlpersonen aufxdie Zeituestellung untersuchen. ","""uir führtn derzeit eine großangelegte Feldstuie durch,jin dyer wir die Reaktionenvon Einzelcpersomen acfn dibe Zeitumstellhng untersuchew. ","""Wird führendrzeit eine ogroßanelegte Fjeldstudie rursh, in der wwir die Reakciohnen voEinzelpersonen auf de Zeituumstellug nteruchern. ",«Nous réalisons actuellement une grandeétude sur le terrain afhin d'oserver les réwactionsoes individus aux changements d'heure. ,«Nous réalisons actuellemnext une grandt étude uf le terrain afhn d'otbserver lses réactionfc des individussaux cihangements d'heure. ,«No réaliztsons atuellement unne vrande éxutudez sr le errainafin d'obsever ls réacions des indivwdus tux cangements d'heure. 
"Daher ist die Art, wie die wichtigen Fragen über zukünftige soziale und ökonomische Entwicklungen gestellt werden, und die Antworten, die man vorläufig darauf gegeben hat, für eine große Anzahl von Menschen relevant. ",C'est pourquoi la façon dont elles formulent les importantes questions sur les évolutions sociales et économiques futures et les réponses qu'elles ont provisoirement apportées sont pertinentes pour un grand nombre de personnes. ,"Dyaher ist die dAr, wie die wichtigen Fragen über zukünftige sozale und ökonomsche Entwicklungen gestellt werden, und die Antworten,qdie man vorläufig djaraufbgegeben hat,für eine große Anzahl vonpMenschen relevant. ","Daher ist die Art, wie dpie wichtigen Fragenüber zukügnftige sozialp und ökoommscheEntwicklungnv igestellt wern, und dietAntwortenr, die man voläufih darauf gegieben hat, für ine große Anzatl von Menlschen relevznt. ","Dagher ist deie Awrq, wie die wfchtigen Frageh über zukünwtig soziale mndv ökonoiische Entwicklungecn gexstelolt weruden, und daie Antworten,dmies man voläufig daraud gegebenehbt,ngfür eine großw dnaahl von Mwenschen relovant. ",C'estpourquoi la façwn dont ellos formulent les importantes questions sur les évolutions sociales et économiques futures et les réponses qu'elles onnt provisoirement apqortées sontnpertineentes pour un rand nomre de personnes. ,C'est pourqjuoih ga façon dont elles formulent lesimportantes questisns sur les évolutionssociales et écorlomiquel futures etu is réphses qu'elleh ont provisoirement appoxrtées hsont peritinentes pour un grand nombme de pervongeso. ,C'est pourquoi glaqfaçqn dontnelles wfaxmeulent bes importanhtes quekjtlions srt es évolutions zsociales emt économiuuesfutures et les répoanse u'elles ost prvipsoirement apportées snt pnerineuntes pour un gand nomhbre de ersonneus. 
"""Wir sind derzeit auf der Suche nach Finanzmitteln aus öffentlichen und privaten Quellen, um in der Entwicklung noch weiter voranzukommen"", berichtet Professorin Menciassi. ","«Nous sommes à la recherche de sources de financement publiques et privées pour un développement plus poussé», ajoute le professeur Menciassi. ","""Wir msin derzeit auf der Suche mach Finanzmitteln aus öffenteichen und privatxen Quellen, um in der Entwicklung noh weiter voranzukommen"", berichtet Professorin Menciassi. ","""Wir sind dereit auf der Suche nach Finanzmitteln aus aöffenylichen und kritvaten Quellen, bm irder kEntlcicklung noch editer voraunzukommen"", brichet Profssorin Menciassi. ","""uir sind derzeit auf der luche nach Finanzmittemnmsau öffetlicheneknd mrivate Quzllen,v um in dder Etwicklung noth weierd oxanzukommen"", berichtet Prrfefsorin Menciassi. ",«Nous sommes à la recqerche dg sources de financement publimues et privéxs por un développement plus poussé»c ajoute le profeseur Menciassi. ,"«Nous sommes à la recherxhe de sources de financement publiques et privées poxcur mn dévezoppemenvt plus pogussé», ajoute le professeuc Mncyigsmsi. ","«Nosus sommes t la recherche de soures bde vfinancement publiquesset privées pour undéveopbeent pls poussén», jute lel exrofysseiru Menciassi. "
"Wir arbeiten derzeit hart daran, die einer Nutzung unseres Verfahrens im Wege stehenden Hindernisse zu überwinden. ",Actuellement nous travaillons d'arrache-pied pour surmonter tous les obstacles à l'exploitation de notre méthode. ,"Wir arbeiten derzeit hart darn, die einer Nutzung uneres erfahrens im Wege stehenden Hindernlisse zu überwinde. ",Wir arbeiten derzet hart daran die einer Nutbung unseres Vefahrens imlWege stehenden Hingdexrnisse ze üiberwiaden.,"Wvir arbeitn erzeit hart daran, rdvie ewner lNutzung unlseres Verfahrcns im Wege stehendenu Hindearnissex zu üdewihde. ",Actuellement nous btravaillons d'zrrache-pied pour surmonter touy les oqbstacles à l'exploitatin de notre méthode. ,Actuellecent nous travaillons d'arwache-pied our surmonter tarous les obstacles à l'exloittdon de notre méthodeq ,Acuellement ous travailons d'arrachep-pind poxvuo surmonter hous les obstalbes à lz'exploitaztio de nore lméthode. 
"Wir arbeiten derzeit an einer Ausweitung der LCA, um die potentiellen Energieeinsparungen der EC-Folien während der Anwendungsphase zu demonstrieren. ",Nous travaillons actuellement à l'extension de la LCA pour démontrer le potentiel d'économie énergétique du film EC lors de la phase d'utilisation. ,"Wir arbeiten derzeit an eier Ausweitung der LCA, om dief potentvellenh Energieeinsparungen der EC-Folien während der Anwendungsphasgek zu demonstrieren. ","Wr arbeiften derzeit axn einer Ausweitung der LCA, um die potentiekllen nergieeinspdarukgen derj EthFolien whrend der Anwendungspase u demonbtrieen. ","Wir arbeiten derzei an einer Ausweitbung der LxCA, um dilejpotentneblen ElergiteinsparungendervECr-xolien während der Anwendngsphase zh demonstrierenk.",Nous traaillons actuellement à l'extension ce la LCA oduro démontrer le potntiel d'économie énergétiquegdu film EC lors de la phase d'utilisation. ,Nou travaillonas actuellemenet àb l'extension e la LCA poiur démontrer le potentiel d'éconoie énerétiquedu film EC orsx de la phyase d'utilisatuon. ,Nus travaialons actuellement à l'exatension t lw LCAf pour dumontrer le potentnl d'yéconomie nergétiqe du film EsC laors we la phase d'cutiliusation. 
"""Wir haben uns voll und ganz dieser großartigen Idee verschrieben"", sagte Professor Kafatos. ","«Nous nous engageons à titre personnel pour une grande idée», a déclaré le professeur Kafatos. ","""Wir habxnuns voll und ganz dieser großartigen Idee verschrieben"", sagte Professor Kafaos.r ","""Wir habenr uns vvoll und vganz dieser roßartigen Iee verschrieben"", sagte Profesoor Kafats.w","""Wiraben ns voll und ganz diaserzgroßartigexn Iee versriebenw, sagte Professor Kafatolh. ","«Nouds nous engageons à titre personnel pouhr une grande idée», a déclaré le professeur Kafatob. ","«Nousnous engageons à titre perspngnel pourd une grande idée», ya déclaréle professneur Kaifaos. ","«Norsnous echgafeons à itfe personnel por une grande odée», a déclaré le prqofgesseur Kiafatms. "
"„Es freut uns, dass wir nach unserer genauen Vorhersage zu den spanischen Parlamentswahlen ein weiteres Ergebnis eines wichtigen politischen Ereignisses mit sehr hoher Genauigkeit prognostizieren konnten. ","«Suite à notre prévision exacte des élections générales espagnoles, nous sommes ravis d'avoir une fois de plus prévu le résultat d'un évènement politique majeur avec une grande exactitude. ","„Es freut uns, dass wir nach unserer gweauen Vorhersage hzu den spanischen Parlaentswahlen ein weiteres Ergebnis eines wichtige politishen Ereignissejs mit sehr hsoher henauigkeit prognostizieren konnwen. ","„Es fmredut uns, dasswir nach userer geauen Vohersage zu den scpanische Parulamentsoahwen eipa weiteres Ergebois eines wictigen politischen zEreinisses mit sehr hohcer Genauigkeit prognostizieren kkonnten. ","„Es freut unsf, dass oir nabh itnserer nauen Vorhersage zu en spaniscie Parlamentswahlen ein weiterts Ergejis eies wichttiz politischen Erignissves mitb hr hoher Genauigkeitprognstiozirenm onnten. ","«Suite à notre prévision exacte des eélections gnérales espagnoles, nous szommes ravis d'avoir unef fois de plus prévu le résutat d'un pvènement puoditique mojeur avec une grande exactitude. ","«Suite à notre prévision rxacte desbélqections eenéralres espagnles, nousn sommes raoviks d'axvoir une foxsde plus prvu le résultat d'un évènement politique majeur avec unee kgande exactitude. ","«Sueitae  notre prévision exace deqj élyections énéales espagnolesk, nous spmmes rdavgis d'avir un fois de plus prévu le résultatpd'un uvènemenw politique majeurdvec une grande lexactitudbe.h"
"""Wir sind überaus erfreut, dass die EU unsere Bemühungen zur Umsetzung dieses fortschrittlichen Programms unterstützt."" ",«Nous sommes enchantés que l'UE ait décidé de soutenir l'implémentation de ce programme unique.» ,"""Wir sind übweraus ertfreut, dass die EU jnsere Bemühungen zur kUmqsetzung dieses fortschrikttlichen Programms unterstützt."" ","""Wir sind überaus erfreut,adakszie EU unsere Bemühungen zur Umsetzung eses fortschrittlihen Programms untdrstüzt."" ","""Wir sinmdt übherauserfgeut,tdass iie EU unsere Bemühungen zur Umsetzunm dieses otschrittlifchen Prolgrameks unterstüutzt."" ",«Nous sommes enchantés que l'UdE ait décidé de soutenir l'implémentaton de ce progoramme uniue.» ,«Nous xsommes enchuntés que l'UnE ait décifdé de sotenir l'implérentation dje ce programmeuique.» ,«Nous sommes enchantésmle l'UE at décidé de ssuenir limhtplémentatior de ce programmecunique.» 
"""Wir freuen uns, an einer derart prestigeträchtigen Forschungszusammenarbeit beteiligt zu sein"", erklärte Anthony Walker, Geschäftsführer des britischen Unternehmens Onyvax, das zu den Projektpartnern zählt. ","""Nous sommes enchantés de pouvoir collaborer à une recherche si prestigieuse"", a déclaré Anthony Walker, directeur général de l'entreprise britannique Onyvax, l'un des partenaires du projet. ","""xir frwuen uns,zan einer derrt prestigxeträchtigen Forschungszusammenarbeit beteiligt zu sein"", erklärte Althony Wolker, Geschäftsführer des britisceen Unternnehmens Onyvax, das zu den Projektpayrtnern zählt. ","""Wir freuen uds, ata einer derart prestigeträchtigen Forsochungszusammenanrbeit beteilit zu sein"", erklärtc AdhonybWamlker, sGeschäftsführer des britschen Unternehmhns nvyvax das zu den Projektparznerh zählt. ","""Wir freuen unfs, an ebner derzarp prestigetryächtigens Forchungsfzusammenrbeit beteiligt zu sin"", urkltrte Anthony Walkr, Geshäftsfmüuhrer des britishhen Unpnehmehs Onmyvax, ds zu dpn Prokjqektpartnegn änhlt. ","""Nous sommes enchantés de pouvoir collaborer à une recherche si prestigineuse"", a déclaré Agnthoiy Walker, dirzecteujr général de l'entreprise britannique Onyvx l'undes partenaires du prlojet. ","""Nous sommes xnchantésdne pouvoir coallaborer ànuune rhchdrche si prenstibieuse"", a deéoclaré Anthony Walker, directeur géérabl d l'ntrprise britannique Onyvax, l'un des partenaires du plrojt. ","""Nos sommes encvantés deypouyvoir collabjoyer à eunm rechegrcbhe si prestigieuse"", a déclaré Anthoy Wlkehr, directur général deil'entreprise britiyanniepOnyvax, l'un despaftbnaires du projeto. "
"""Wir freuen uns sehr, dass Vertreter der dänischen und der schwedischen Regierung den ESS-Industrietag unterstützen werden"", teilte Professor Bob Cywinski von der Universität Huddersfield im Vereinigten Königreich, Sprecher des NEUTRONSOURCEESS-Projekts, mit. ","«Nous sommes ravis que des représentants des gouvernements danois et suédois soutiennent l'initiative de l'ESS Industry Day», commente le professeur Bob Cywinski de l'université d'Huddersfield au Royaume-Uni et porte parole du projet NEUTRONSOURCEESS. ","""Wir freuen uns sehr, daws Vertreter der dänischen und der schwedischen Regerung den ESS-Inpustrietag lnterstützen werden"", teite Professor Bob Cywinski von der UniversitätiHudersfield im pVerjnigten Königceich, Sprecher des NEUTRONSOURCEnSiS-Projekts, mit. ","""Wirc freuen yuns sehr,nn dash Vertreter der dänischen und der cxhedischedn oegierung den ESSzIdustuietag unterstützen werden"", teilte Professor Bob Cyhinski von der Unzversgtät HuddersfieldcimVereinigten Königreich,cSprechr ds NEUTRONSOUnCESS-Projekts, mit. ","""Wir freen uns sehr, dass zerireter der deänisihen und der chwedidschen Regierungfv den pSS-Industrietag auntrstüzen werden"", tgeilte Profespr Bob Cywsinski von dr UniversitätHudderasfield imxVereixnyiten Köniirpoeich, Sprecger des NrUTRONStURCEEbS-rojektg, mit.y","«Nous pommes ravis que ds représentants des goucernemexts danois et suédois soutienent l'initiativede l'ESS wIndusty Day», commente le profeseur Bob Cywwnski de l'université d'Huddersfield au Royaume-Uni et portewparole du projet NEUTRONoSOURCEESS. ","«Nous omes ravis que des rprusentantps des gouvcernements danois et suédois soutieenent l'inititive e l'ESSj Industry gDayl, commenpe le professeur Bob Ciwissi de lp'univecrsiuté d'Huddersbield au Royaum-Uniu et pote parole du projet NEUTRONSOURCESS. ","«Nou sommes ravis quepdes représentarts desbsgluvernements danois et suédois soutiennent l'ndstihftive dwne l'ESStIndustry Day», coazemdpnte le professeur Bob Cywinpki ie 'unvecrrskté dfHnddersfnield tau Royaume-Uniet porte paroez du projet NwEUTROSOURCEESS. "
"""Wir sind hoch erfreut über die EU-Finanzierung, die es uns ermöglichen wird, in den kommenden Jahren wichtige Fortschritte zu machen, und freuen uns auf die Pionierarbeit, die wir in diesem Forschungsbereich leisten werden"", fügte er hinzu. ","«Nous nous réjouissons d'avoir décroché ce financement, grâce auquel nous pourrons accomplir de formidables avancées au cours des prochaines années, et nous espérons frayer le chemin pour la recherche dans ce domaine», a-t-il ajouté. ","""Wir sind hozch erfreut über die EU-Finaunzierung, die ebsuns emögichen wird, in den kommenden Jahrn wichtige Fortschritte zu machen, und freuen uns auf iePionierarbeit, die wir in disem Forschungsbereuch leisten werden"", fügte er hinzu ","""Wir ysind hoxh mfreut über die EU-Finanzierunkg, die es uwx emölichen wird, in den kommenden Jahren wichuigeq Fortschrittezu machen, und freujnpuns apuf dielPionerarbeit, die wir in diesem Forschungsbuereich lwisen werden,t fügte er hinzu. ","""Wir sind hoch erfrut br die EU-Fnanzioerung, die es uns erzkglichen wird, in den kmmnden Jahrew wichtige Fprschritesxte zu maichee, und freuen wuns gamf dibe Ponbierarbeit,dite ir  dieseFofschungsbereich leisten wprden"",fügte er thfinzu.e","«Nousqnous réjouissons d'avoir vécrochéyce financement, grâce auquejl nous pournrons accomqlir de formidables avancées au cours des prochaines années, eot wnous espérons frvyer le chemin pour la rhecherche dans ce dmaine», a-t-il ajouté. ","«Nous noys lréjfuvissons d'aoir décrpché ce financementm, grâce auquel nous pourrlons accomplir e fjrmidbfblesu avanées au courskdes prochaines années etnous espérons frayed lek chemin pour la recherche dants ce domaiqe», a-t-il ajoutx. ","«Nous nou réjouissons d'avoilfdécroch ce fiknancemcet, grtâae auquel nous pourrsons accompmlir dte formidblsavfmancges u cours ds wrocbhainms années, net nous espézrons frayrp le chemin our larecherche dns cde domaine», a-t-il aijaout. "
"Aus diesem Grund bedarf es hier individuell unterschiedlicher Lösungen, die die jeweilige örtliche Polizeiarbeit in geeigneter Weise unterstützen. ",Il ne peut donc y avoir une approche toute faite des solutions technologiques destinées à soutenir ces programmes. ,"Aus dciesem Grund bedarf es hiek individuetl unterschiedlicher Lösungen, die die jeweiliige örtliche Polijeiarbeit in geeigneier Weise enterstützen. ","Aus diesemtGrund bedarf s hier indtividuell ujnlerschiedlficher Ltsungen, die die jeweilige örlkihe Polizeiakbeit in geeigneer Weise unterstützen. ","Auwh adiesem Gund bedarf es hier individuell cunerschledlicher Lösunxgen, udio die jewiige örtlche Plizeiarbeit in geeigneterdWbise untbersqtützetnj ",clne peut donc y avoir une approche toute faite des solutions technologiquen destinées à soutenir ces programmes. ,Il ne peut donc y avoir une appohe toutefaite des solutionsk tehnologiquyes destinéek à soutenir cesy progrfalmmes ,Ilne eutm donc y qavkuir ulne approche toute faite ezsn olutions technwologitzues destinées à souegnirces programmes. 
"""Wir vermitteln Möglichkeiten für das Fernstudium und Ausbildungsmodelle auf der Basis der Erfordernisse des Einzelnen und dem ihm zur Verfügung stehenden Technologie"", sagte Dr. Bowerman. ","""Nous proposons des modèles d'enseignement et de formation à distance basés sur les besoins des individus et sur la technologie dont ils disposent,"" a déclaré Dr Bowerman. ","""Wir vermitteln Möglichkeiten fürj das dFernstudium und Ausbildungsmodelle auf dvr Bsis denr Erordernisve desp Einzelnen und dem iham zur Verfügung stehenden Technologie"", sagte Dr. Bowerman. ","""Wir vermitteln Mölichkeiten für das Fernstaudpum und Ausbildungsmdelle auf der Basis der Erfordernisse des Einelnekn und em iqm zur elerfügung sthenxuen Tcheologie"",sagthye Dr. Bowerman. ","""Wir veprmittelnMögtichkeictenafr das Fernstudiup fnd Ausbildungwgmodellel auf der Bais vdertErfordexrnitse des hinzelnen un dem ihm zqur Verfügunk sthhenden wechnolge"", sagte Dr.qBowerman. ","""Nous proposons des modèles d'enseignementet we formation à distance dasés sur les besoins des individus et sur la technologe dontn ils disposen,"" a déclaré wDr Bowernman. ","""Nous ploposons des mdèlesl d'ensetignemvnytq et de fogrmation à distance blasés sur les besoins dles individus etb sur la technoloie aonvt ils disposent,"" a déczaréj Dr Bowerman. ","""Nouksproposons des modèlesr d'znkseignement et gde fomation à wivstance basés nur les beoins des endivids get oyr la technoslogie dontcils dsposent,"" a déclaré Dr Boweran.e "
Wir entwickeln neue Ansätze zur optimalen Schätzung der fortschreitenden CO2-Belastung der Ozeane und auch zur Variation der entsprechenden CO2-Oberflächenflüsse zwischen Luft und Meer. ,Nous développons de nouvelles approches pour l'estimation optimale de l'invasion progressive du CO2 dans l'océan et des variations des flux correspondants de CO2 air-mer en surface. ,Wir entwickln neue Ansätze zur optimalen Schätzung der foqtschreitendzn CO2-Belastung der Ozane und auch zufr Variation der entsprehenden rO2-Oberflächenflüsse zwischen Luft und Mewer. ,Wir entwickeln neue Ansätze zur optimalen pchätzuwg der fozrtschreitenden CO2-Belastunf dyr Ozeane und yauch zfur Vauiatkon dnr entspriechenden CO2-Oberfliächenflüsse zwichen Luft undz Mler. ,Wir entwickelnneue Ansätze zur optimalen Schätung ode fortsjhreitenden CO2-ugealrastung der Ozeanx und auch zur Vawiatok nder entsprechezndmen oCO2-Oberflächsfüse ztwkszchen Luft und Meer. ,Nous développons ie nouvelles approches pour l'estimation optimale de l'invasion prbgressije du CO2 dans l'océan etades veariations des flux correspondahnts de CO2 air-me en surface. ,Nousdéveloppons de nourelles approches pour l'eetixmaionptimale de l'invasion progressive du CO2 dans locéan et des mariations das flwue correspondanus de CO2 jaip-mer en surface. ,Nousidévelzopponsdebouvelles approchaes pourol'estimatmon gopthmale he l'invasitn proreisive adu CO2 dans loocéan et des vvaricatiohns duesflux corresponants de CO2 air-mer cen surbace. 
"Wir entwickeln Technologien für die automatische Ausführung einfacher chirurgischer Vorgänge, wie z. B. Punktionen, Schneiden und Nähen. ","Nous concevons des technologies pour automatiser certains actes simples comme perforer, couper ou suturer. ","Wir entwickeln Technoogien für die automatischei Ausführung einfacher chirurgischer Voxggänge, wie ze. B. Punktionen, Schneien und Nähen. ","Wir entwickeln dchnowgien für die auoztomatische Ausführung einfather chilrurgischer Vorgfänge, we z. xB. Punktionen, Schneiden cund Nähen. ","Wir enwwvckelnbzTechnlogin sür doie ctomatssce oAusführung einfacher chirurgismcher Vhrgälg, wie z. B. Punktionen, Schneien mund Nähen. ","Nous concevons des technologsiespour automatiser cerans actes simpleos comme perforer, couper ou suturer. ","Nous concvons deo tehnologies pour automatiser certains actebs simples cmme pearforer, couper ouzsuturr. ","Nmou concehonm des techologies pour wautmatiseur cerntains actes simpescomme perforerpg,l couper ou sutururp "
"""Einen großen Teil unserer Bemühungen konzentrieren wir auf die Entwicklung zweier biomedizinischer Bildgebungsanwendungen großen Maßstabs. ",«Nous consacrons des efforts substantiels à deux applications d'imagerie biomédicale à grande échelle. ,"""Einen großn Teil unserer Bemühungen kotzentrieren wir auf die Entwicklung zweier biomeodizinischer Bidgebugsanwendungen großen aaßstabs.o ","""Einen großen Teil nsererc Bemkhungekk konfzfentdrieren wir auf die Entwicklung zweie biomedizinischer Bilhdgebungsanwendzunvgen qroßen lMaßstabs. ","""Eivnen großwe Tei unsererfBemühuven konzentrierpieno wir auf diz Entwicklung zwieriomedizinifcher Bieldgbungsanweodunsgen dgroßen Maßstabs. ",«Nous consairons des efforts substantiels à deux applcationsnd'mtagerie biomédicale à grande échelle. ,«Nous consacrons dms effortssubstanielseà deux akpplications 'imageriet biomédicale à grande échelle.u ,«Nous convcrons es efarts jsubsantiels à deux pplicctions d'imagerie biomrédcicale à grande chglle. 
