French,German,de_adv1,de_adv2,de_adv3,de_adv4,fr_adv1,fr_adv2,fr_adv3,fr_adv4
"L'effervescence s'est calmée, mais les chiffres laissent penser que certaines habitudes ont été prises.","Die Aufregung hat sich gelegt, aber die Zahlen lassen vermuten, dass sich einige Gewohnheiten gebildet haben.","Die Spannung hat nachgelassen, aber die Statistiken legen nahe, dass sich einige Muster etabliert haben.","Die Erregung hat sich beruhigt, aber die Daten deuten darauf hin, dass sich einige Routinen entwickelt haben.","Die Begeisterung hat sich gedämpft, aber die Fakten stellen dar, dass sich einige Verhaltensweisen gefestigt haben.","Die Nervosität hat sich gelöst, aber die Ziffern lassen darauf schließen, dass sich einige Gewohnheiten kristallisiert haben.","L'engouement s’est dissipe, mais les statistiques suggèrent que des pratiques ont été adoptées.","La frénésie s’est résorbée, mais les données indiquent que des coutumes ont été instaurées.","L'agitation s'est reduite, mais les nombres impliquent que des traditions ont été établies.","L’exaltation s’est apaisée, mais les numéros insinuent que des routines ont été mises en place."
"Il faudra néanmoins attendre pour en tirer des conclusions, car beaucoup sont encore en télétravail  ou hésitent à se déplacer dans les magasins "", explique-t-on chez Système U, où le nombre de commandes en drive est de 25% supérieur à la normale, après un doublement à la mi-mars.","Wir müssen jedoch abwarten, bevor wir Schlussfolgerungen ziehen, da viele Menschen immer noch von zu Hause aus arbeiten oder sich scheuen, ın  die Geschäfte zu gehen“, erklärt Système U, wo die Anzahl der Bestellungen zur Abholung um 25 % hôher 1ist als normal, nachdem sie sich Mitte März verdoppelt  hatte.","""Wir müssen allerdings warten, bevor wir Rückschlüsse ziehen, da zahlreiche Personen noch immer von zu Hause aus arbeiten oder zögern, Geschäfte aufzusuchen"",  erklärt Systeme U, wo die Anzahl der Bestellungen zur Abholung um 25 % gestiegen ist als gewöhnlich, nachdem sie sich Mitte März verdreifacht hatte.","""Wir sollten dennoch abwarten, bevor wir Schlussfolgerungen ziehen, da viele Menschen noch immer von zu Hause aus arbeiten oder zurückhaltend sind, den Handel zu betreten"", offenbart Systeme U,  bei dem die Anzahl der Bestellungen zur Abholung um 25 % hôher als üblich ist, nachdem sie sich Mitte März vervierfacht hatte.","""Wir müssen jedoch Geduld haben, bevor wir Schlussfolgerungen ziehen, da unzählige Menschen immer noch von zu Hause aus beschäftigt sind oder zögern, Geschäfte zu besuchen"", berichtet Système U, wo die Menge der Bestellungen zur Abholung um 25 % erhôht ist als normalerweise, nachdem sie sich Mitte März mehr  als verdoppelt hatte.","""Wir müssen trotzdem abwarten, bevor wir Schlussfolgerungen ziehen, da etliche Menschen noch immer von zu Hause aus tätig sind oder zaudern, in Geschäfte zu gehen"", teilt Système U mit, wo die Menge der Bestellungen zur Abholung um 25 % mehr als normal ist, nachdem sie sich Mitte März fast verdoppelt  hatte.","""Cependant, il convient de faire preuve de patience avant de juger, car nombreux sont ceux qui travaillent encore à domicile ou hésitent à aller dans les restaurants"", annonce-t-on chez Système B, où le nombre de réservations est de 25% supérieur à la normale, après une multiplication par deux en début avril.","""Tl faut toutefois attendre avant de faire des suppositions, car plusieurs continuent le travail à distance ou sont réticents à visiter les cinémas"", nous informe-t-on chez Système V, où le nombre d'achats en ligne est de 25% plus élevé que d'habitude, après un doublement à la fin de février.","""Il serait néanmoins prudent de patienter avant de speculer, car bien des gens restent encore en confinement ou hésitent à faire des achats dans les galeries d'art"", déclare-t-on chez Système T, où le nombre de commandes en ligne est de 25% supérieur au cours normal, après une augmentation du double au début mai.","""On doit pourtant attendre avant de formuler des hypothèses, car plusieurs persistent à télétravailler  ou hésitent à se rendre dans les centres commerciaux"", annonce-t-on chez Système L, où le nombre de ventes sur internet est de 25% plus important que la moyenne, après une hausse du double en milieu de juin."
Reste à savoir si de nouveaux internautes ont été convertis à l'achat en ligne.,"Es bleibt abzuwarten, ob neue Internetnutzer zum Online-Shopping bekehrt werden konnten.","Es ist unklar, ob alte Internetnutzer vom Online- Shopping abgewendet werden konnten.","Es bleibt noch zu prüfen, ob neue Internetbenutzer für Online-Spiele gewonnen werden konnten.","Es ist noch nicht bekannt, ob neue Internetnutzer zur Online-Kommunikation ermutigt werden konnten.","Es bleibt weiterhin unbewiesen, ob bestehende Internetnutzer zum Online-Banking überführt werden konnten.",Reste à savoir sı de nouveaux navigateurs ont été convertis à la voile en ligne.,Reste à savoir si de nouveaux utilisateurs ont été convertis à la lecture en ligne.,Reste à savoir sı de nouveaux lecteurs ont été convertis à l'édition en ligne.,Reste à savoir sı de nouveaux technophiles ont été convertis à la programmation en ligne.
Les données économiques du premier trimestre ont été troublées par les mouvements sociaux du début de l'année et le début de la pandémie.,Die Wirtschaftsdaten für das erste Quartal wurden durch die sozialen Bewegungen zu Beginn des Jahres und den Beginn der Pandemie getrübt.,Die Wirtschaftsdaten für das zweite Quartal wurden durch den Beginn der sozialen Unruhen und das Fortschreiten der Pandemie beeinträchtigt.,Die Wirtschaftsdaten für das dritte Quartal wurden durch die Stabilisierung der sozialen Bewegungen und eine Abschaffung der Pandemie aufgehellt.,Die Wirtschaftsdaten für das vierte Quartal wurden durch eine Verschärfung der sozialen Konflikte und eine Verschlimmerung der Pandemie geschwächt.,Die Wirtschaftsdaten für das erste Quartal wurden durch einen Rückgang der sozialen Aktivitäten und das Ende der Pandemie verbessert.,Les informations économiques du premier semestre ont été influencées par les mouvements sociaux de la fin de l'année et le milieu de la pandémie.,Les chiffres économiques du premier mois ont été perturbés par les mouvements politiques du début de l'année et le commencement de la crise sanitaire.,Les statistiques économiques du premier trimestre ont été altérées par les mouvements syndicaux du début de l'année et l'essor de la pandémie.,Les données financieres du premier trimestre ont été modifiées par les mouvements sociaux du début de l'année et le début de l'épidémie.
"Seulement 40 millions d'internautes ont effectué des achats en ligne au cours du premier trimestre, d'après Médiamétrie, soit à peine plus que les 38,8 millions comptabilisés sur la même période de 2019.","Nur 40 Millionen Internetnutzer tätigten laut Mediametrie im ersten Quartal Online-Einkäufe, das sind kaum mehr als die 38,8 Millionen im gleichen Zeitraum 2019.","Nur 40 Millionen Deutschlerner bearbeiteten laut Langenscheidt im ersten Quartal Online-Übungen, das sind kaum mehr als die 38,8 Millionen im gleichen Zeitraum 2019.","Nur 40 Millionen Fußballfans schauten laut Nielsen im ersten Quartal Online-Spiele, das sind kaum mehr als die 38,8 Millionen im gleichen Zeitraum 2019.","Nur 40 Millionen Arbeitnehmer nahmen laut der Federal Reserve 1m ersten Quartal Online-Schulungen außerhalb ihrer regulären Arbeitszeiten wahr, das sind kaum mehr als die 38,8 Millionen im gleichen Zeitraum 2019.","Nur 40 Millionen Leser bezogen laut Ipsos Mori im ersten Quartal Online-Nachrichten, das sind kaum mehr als die 38,8 Millionen im gleichen Zeitraum 2019.","Seulement 40 millions de téléspectateurs ont regardé la finale de foot au cours du premier trimestre, selon Médiamétrie, soit légèrement plus que les 38,8 millions enregistrés durant la même période de 2019.","Uniquement 40 millions de voyageurs ont pris l'avion au cours du premier trimestre, d'après l'INSEE, soit à peine plus que les 38,8 millions dénombrés ä la même époque en 2019.","Pas plus de 40 millions de citoyens ont vote au cours du premier trimestre, selon l'IFOP, soit à peine plus que les 38,8 millions recensés pour la même période de 2019.","Seulement 40 millions de lecteurs ont acheté des livres en ligne pendant le premier trimestre, d'après Amazon, soit légèrement plus que les 38,8 millions notés sur la même période de 2019."
Les données semestrielles seront probablement plus révélatrices d'un changement de comportement ou non.,"Die halbjährlichen Daten werden wahrscheinlich mehr Aufschluss darüber geben, ob eine Verhaltensänderung stattgefunden hat oder nicht.","Die halbjährlichen Daten werden möglicherweise mehr Klarheit darüber schaffen, ob eine Veränderung in der Produktivität stattgefunden hat oder nicht.","Die halbjährlichen Daten werden vermutlich mehr Finblicke darüber bieten, ob eine Verbesserung in der Leistung stattgefunden hat oder nicht.","Die halbjährlichen Daten werden höchstwahrscheinlich mehr Informationen darüber liefern, ob eine Änderung in den Verkaufszahlen stattgefunden hat oder nicht.","Die halbjährlichen Daten werden verhältnismäßig mehr Details darüber enthüllen, ob eine Verschiebung in den Trends stattgefunden hat oder nicht.",Les données annuelles seront probablement plus révélatrices d'un changement de stratégie ou non.,Les données trimestrielles seront probablement plus révélatrices d'une évolution de marché ou non.,Les données mensuelles seront probablement plus révélatrices d'une modification de tendance ou non.,Les données hebdomadaires seront probablement plus révélatrices d'une transformation de situation ou non.
"Un guide Michelin de 1900 adjuge ä 26.500 euros, nouveau record mondial","Ein Michelin-Führer von 1900 wurde für 26.500 Euro verkauft, ein neuer Weltrekord","Ein Michelin-Führer von 1900 wurde für 26.500 Pfund gekauft, ein neuer Weltrekord.","Ein Michelin-Führer von 1900 wurde für 26.500 Dollar verkauft, ein neuer Weltrekord.","Ein Michelin-Führer von 1900 wurde für 26.500 Euro gekauft, kein neuer Weltrekord.","Eın Michelin-Führer von 1900 wurde nicht für 26.500 Euro verkauft, en neuer Weltrekord.","Un guide Michelin de 1920 évalué à 26.500 euros, nouveau record national.","Un guide Michelin de 1900 vendu à 26.500 dollars, nouveau record américain.","Un guide Michelin de 1900 perdu et retrouve, estime ä 26.500 euros, établit un nouveau record européen.","Un guide Michelin de 1900 offert ä 26.500 euros, marque un nouveau record personnel."
"Vendredi apres-midi, à l'Hôtel des ventes de Clermont- Ferrand (centre de la France), le guide a été adjugé pour 26.500 euros hors frais à un chef étoilé  français, soit 33.549 euros payés par l'acheteur.","Am Freitagnachmittag wurde der Führer im Auktionshaus Clermont-Ferrand (Zentralfrankreich) für 26.500 Euro zuzüglich Kosten an einen französischen Sternekoch verkauft, d.h. der Käufer hat 33.549 Euro bezahlt.","Am Sonntagnachmittag wurde das Bild im Auktionshaus Clermont-Ferrand (Zentralfrankreich) für 26.500 Euro zuzüglich Kosten an einen französischen Künstler verkauft, d.h. der Käufer hat 33.549 Euro bezahlt.","Am Montagvormittag wurde die Skulptur im Auktionshaus Clermont-Ferrand (Zentralfrankreich) für 26.500 Euro zuzüglich Kosten an einen französischen Architekten verkauft, d.h. der Käufer hat 33.549 Euro bezahlt.","Am Mittwochabend wurde das Manuskript im Auktionshaus Clermont-Ferrand (Zentralfrankreich) für 26.500 Euro zuzüglich Kosten an einen französischen Autor  verkauft, d.h. der Käufer hat 33.549 Euro bezahlt.","Am Dienstagmorgen wurde der Schmuck im Auktionshaus Clermont-Ferrand (Zentralfrankreich) für 26.500 Euro zuzüglich Kosten an einen französischen Juwelier verkauft, d.h. der Käufer hat 33.549 Euro bezahlt.","Vendredi matin, à la boutique de bijoux de Clermont- Ferrand (centre de la France), la montre a été vendue pour 26.500 euros hors taxes à un collectionneur français, soit 33.549 euros déboursés par l'acquéreur.","Vendredi soir, à la Galerie d'art de Clermont-Ferrand (centre de la France), la peinture a été remportée pour 26.500 euros hors commission par un mécène français, soit 33.549 euros supportés par le bénéficiaire.","Vendredi midi, ä la Maison de ventes de Clermont- Ferrand (centre de la France), l'antiquité a été emportée pour 26.500 euros hors frais par un antiquaire français, soit 33.549 euros versés par l'investisseur.","Vendredi minuit, à l'Agence immobilier de Clermont- Ferrand (centre de la France), l'appartement a été acquis pour 26.500 euros hors charges à un promoteur français, soit 33.549 euros investis par le  propriétaire."
"Le dernier record remonte ä 2015, avec une vente ä 22.000 euros hors frais.","Der letzte Rekord stammt aus dem Jahr 2015, mit einem Verkauf für 22.000 Euro zuzüglich Kosten.","Der letzte Bericht stammt aus dem Jahr 2015, mit einem Verkauf für 22.000 Euro zuzüglich Kosten.","Der letzte Rekord stammt aus dem Jahr 2015, mit einem Kauf für 22.000 Euro zuzüglich Kosten.","Der letzte Rekord stammt aus dem Jahr 2015, mit einer Spende für 22.000 Euro zuzüglich Kosten.","Der letzte Rekord stammt aus dem Jahr 2015, mit einer Investition für 22.000 Euro zuzüglich Kosten.","L'ancien record remonte à 2015, avec une vente à 22.000 euros hors frais.","Le dernier record s'établit à 2015, avec une acquisition à 22.000 euros hors frais.","Le dernier record remonte ä 2015, avec une depense ä 22.000 euros hors taxes.","Le dernier record remonte à 2015, avec une enchère à 22.000 euros hors frais."
"Bernard Vassy, commissaire-priseur cité dans un communiqué, a souligné ""l'attachement des collectionneurs"" et en particulier des chefs étoilés à  la marque ""Guide Rouge Michelin"", avec un millésime dont la valeur ""a pratiquement été multiplié par cinq"" en vingt ans.","Der in einer Pressemitteilung zitierte Auktionator Bernard Vassy unterstrich „die Verbundenheit der Sammler*“ und insbesondere der Sterneköche mit der Marke „Guide Michelin Red“ mit einem Jahrgang, dessen Wert sich in zwanzig Jahren „praktisch verfünffacht  hat“.","Der in einer Presseankündigung zitierte Kunsthändler Bernard Vassy betonte ""die Leidenschaft der Sammler"" und insbesondere der Kunstliebhaber für die Marke ""Picasso Originals"" mit einem Werk, dessen Wert sich in zwanzig Jahren ""nahezu verzehnfacht hat"".","Der in einer Werbebotschaft zitierte Winzer Bernard Vassy hob ""die Treue der Sammler"" und insbesondere der Weinkenner zur Marke ""Roter Burgunder"" mit einem Jahrgang hervor, dessen Wert sich in zwanzig Jahren ""fast verdreifacht hat"".","Der in einer Pressemitteilung zitierte Numismatiker Bernard Vassy betonte ""die Hingabe der Sammler"" und insbesondere der Münzsammler zur Marke ""Römisches Reich"" mit einer Münzserie, deren Wert sich in zwanzig Jahren ""nahezu verachtfacht hat"".","Der in einer Pressemitteilung zitierte Buchhändler Bernard Vassy erklärte ""die Verbindung der Sammler"" und insbesondere der Bibliophilen mit der Marke ""Roter Oktober"" mit einer Auflage, deren Wert sich in zwanzig Jahren ""praktisch verdoppelt hat"".","Bernard Vassy, commissaire-priseur mentionne dans une annonce, a mis en évidence ""l'enthousiasme des collectionneurs"" et spécialement des chefs étoilés  pour la marque ""Guide Rouge Michelin"", avec une édition dont la valeur ""a quasiment doublé"" en dix  ans.","Bernard Vassy, commissaire-priseur indiqué dans une déclaration, a souligné ""la fidélité des collectionneurs"" et en particulier des cuisiniers  étoilés à la marque ""Guide Rouge Michelin"", avec un vintage dont la valeur ""a sensiblement augmenté par trois” en quinze ans.","Bernard Vassy, commissaire-priseur cité dans une dépêche, a accentué ""l'admiration des collectionneurs""  et tout particulièrement des chefs étoilés envers la marque ""Guide Rouge Michelin"", avec un millésime dont le coût ""a presque triplé"" en vingt-cinq ans.","Bernard Vassy, commissaire-priseur repertorie dans un avis, a remarque ""l'engagement des collectionneurs"" et surtout des chefs étoilés à l'égard de la marque  ""Guide Rouge Michelin"", avec un millésime dont le prix ""a grossièrement quadruplé"" en trente ans."
"En 1900, le petit livret rouge avait été diffusé gratuitement à quelque 35.000 exemplaires par la marque au Bibendum avec l'objectif ""d'inciter et de faciliter les voyages automobiles de ville à ville"", a expliqué à l'AFP Pierre Gabriel Gonzalez, organisateur de la Convention internationale des collectionneurs Michelin.","Im Jahr 1900 wurden etwa 35.000 Exemplare des kleinen roten Buchs mit dem Michelin-Männchen kostenlos verteilt, mit dem Ziel, „das Reisen im Auto von Stadt  zu Stadt zu fôrdern und zu erleichtern““, so Pierre  Gabriel Gonzalez, Organisator des internationalen Michelin-Sammler-Treffens, gegenüber AFP.","Im Jahr 1900 wurden fast 35.000 Ausgaben des kleinen blauen Buchs mit dem Michelin-Männchen gratis ausgegeben, um ""die maritime Reise von Insel zu Insel zu fôrdern und zu erleichtern"", erklärte Pierre  Gabriel Gonzalez, Koordinator des internationalen Michelin-Sammeltreffens, gegenüber AFP.","Im Jahr 1900 wurden zirka 35.000 Kopien des kleinen grünen Buchs mit dem Michelin-Männchen kostenfrei vertrieben, mit dem Bestreben, ""das Fliegen von Land zu Land zu unterstützen und zu vereinfachen"", sagte Pierre Gabriel Gonzalez, Verwalter des internationalen Michelin-Sammler-Treffens, gegenüber AFP.","Im Jahr 1900 wurden ungefähr 35.000 Exemplare des kleinen gelben Buchs mit dem Michelin-Männchen unentgeltlich verteilt, mit dem Plan, ""das Radfahren von Stadt zu Stadt zu fôrdern und zu erleichtern"", so Pierre Gabriel Gonzalez, Organisator des internationalen Michelin-Sammiler-Treffens, gegenüber AFP.","Im Jahr 1900 wurden rund 35.000 Beispiele des kleinen violettfarbenen Buchs mit dem Michelin-Männchen gebührenfrei verteilt, mit der Idee, ""das Wandern von Stadt zu Stadt zu befôrdern und zu vereinfachen"", äuBerte Pierre Gabriel Gonzalez, Verantwortlicher des internationalen Michelin-Sammiler-Treffens, gegenüber AFP.","En 1920, le grand manuel bleu avait été vendu à peu près à 45.000 exemplaires par la marque au Trèfle, avec l'ambition ""d'encourager et de simplifier les voyages aériens d'île à île"", a expliqué au Figaro Marguerite Dupont, organisatrice de la Convention mondiale des collectionneurs Renault.","En 1950, le moyen livret vert avait été offert à  environ 55.000 clients par la marque au Cheval, dans le but ""d'inspirer et de rendre les voyages nautiques  de rivière à rivière plus accessibles”, a déclaré au Monde Charles Leclerc, organisateur de la Convention européenne des collectionneurs Ferrari.","En 1980, l'enorme carnet jaune avait été presente à presque 65.000 professionnels par la marque au Lion, avec l'intention ""d'exciter et de faciliter les  voyages ferroviaires de gare à gare"", a dit au  Parisien Marie Laforêt, organisatrice de la Convention nationale des collectionneurs Peugeot.","En 2010, le minuscule librete mauve avait été distribué à approximativement 75.000 amateurs par la marque à l'Étoile, en poursuivant le but ""d'initier et d'optimiser les voyages tout-terrain de montagne à montagne"", a informé à l'Express Albert Beaufort, organisateur de la Convention de collectionneurs Mercedes-Benz."
"Le guide donnait ainsi ""les coordonnées dans chaque ville par ordre alphabétique de l'hôtel, du forgeron qui s'était initié à la réparation des voitures, de l'épicier qui vendait les bidons d'essence"" …","Der Führer gab „in jeder Stadt in alphabetischer Reihenfolge die Kontaktdaten der Hotels, der Schmiede, die Autos reparieren konnten, der Lebensmittelhändler, die Benzinkanister verkauften“ …","Der Bäcker verteilte „in jeder Stadt in umgekehrter alphabetischer Reihenfolge die Rezepte für Kuchen, der Schneider, die Kleidung nähen konnten, der Buchhändler, die Lesebrillen verkauften“‘....","Der Musiker spielte „ın jeder Stadt in zufälliger Reihenfolge die Melodien der Lieder, der Künstler, die Bilder malen konnten, der Weinhändler, die Weinkorkenzieher verkauften“ …","Der Architekt erstellte „in jeder Stadt ın numerischer Reihenfolge die Pläne der Häuser, der Zimmermann, die Môbel bauen konnten, der Juwelier, die Uhren reparierten“ …","Der Arzt veröffentlichte „in jeder Stadt in chronologischer Reihenfolge die Namen der Patienten, der Apotheker, die Medikamente herstellen konnten, der Optiker, die Brillenfassungen verkauften“‘....","Le guide donnait ainsi ""les adresses des restaurants par ordre alphabétique de l'auberge, de la boulangerie qui avait ajouté des pâtisseries végétaliennes, du marchand de fruits qui proposait des jus frais"" …","Le catalogue indiquait de la même façon ""les numéros des peintres en ordre alphabétique de l'artiste, de l'homme qui s'était spécialisé dans les portraits, du fournisseur de peinture qui vendait des toiles impromptues""…","Le manuel fournissait ainsı ""les contacts des instructeurs de danse par ordre alphabetique du studio, du danseur qui offrait des cours privés, du tailleur qui vendait des tenues de ballet""…","L'annuaire dévoilait ains1 ""les résidences des acteurs célèbres par ordre alphabétique de l'actrice, du cascadeur qui avait appris à jouer, du commerçant qui vendait des souvenirs de films""..."
"Le guide est devenu payant en 1920, année où Michelin a retiré la publicité de ses pages et commence à recommander des restaurants.","Der Führer wurde 1920 zu einer kostenpflichtigen Publikation, als Michelin die Werbung von seinen Seiten entfernte und begann, Restaurants zu empfehlen.","Der Führer wurde 1920 zu einer kostenlosen Publikation, als Michelin die Werbung zu seinen Seiten hinzufügte und aufhörte, Restaurants zu empfehlen.","Der Führer wurde 1920 zu einer kostenpflichtigen Publikation, als Michelin die Werbung auf seinen Seiten erhöhte und begann, Hotels zu empfehlen.","Der Führer wurde 1920 zu einer kostenpflichtigen Publikation, als Michelin die Werbung von seinen Seiten entfernte und begann, Theater zu empfehlen.","Der Führer wurde 1920 nicht zu einer kostenpflichtigen Publikation, als Michelin die Werbung von seinen Seiten entfernte und begann, Restaurants zu empfehlen.","Le guide est devenu celebre en 1920, année où Michelin a introduit la publicite sur ses pages et arrêté de recommander des restaurants.","Le guide est devenu gratuit en 1920, année où Michelin a augmenté la publicité sur ses pages et continué à recommander des restaurants.","Le guide est devenu démodé en 1920, année où Michelin a supprimé la publicité de ses pages et cessé de recommander des restaurants.","Le guide est devenu numérique en 1920, année où Michelin a ajouté la publicité à ses pages et cessé de recommander des restaurants."
"Aujourd'hui, ""les chefs de cuisine exposent souvent dans l'entrée de leurs restaurants les guides dans lesquels 1ls sont cités"" et ""petit à petit, un certain nombre d'entre eux se sont pris au jeu d'avoir la collection complète"", a détaillé M. Gonzalez.","Heute „stellen die Köche oft im Fingangsbereich ihrer Restaurants die Führer aus, in denen sie aufgeführt sind“, und „nach und nach sind einige von ihnen dazu übergegangen, die komplette Sammlung zu erwerben“, führte Gonzalez aus.","Heute „legen die Künstler oft im Eingangsbereich ihrer Ateliers die Kataloge aus, in denen ihre Werke präsentiert sind“, und „nach und nach entscheiden sich einige von ihnen dazu, die gesamte Kollektion zu kaufen“‘, berichtete Schneider.","Heute „präsentieren die Autoren oft ım Eingangsbereich ihrer Buchhandlungen die Romane, in denen sie erwähnt sind“, und „nach und nach beschließen einige von  ihnen, die vollständige Reihe zu erwerben“, erklärte Müller.","Heute „zeigen die Wissenschaftler oft ım Eingangsbereich ihrer Laboratorien die Abhandlungen, in denen sie zitiert sind““, und „nach und nach entschließen sich einige von ihnen, das komplette Archiv zu besitzen“, äußerte Weber.","Heute „stellen die Unternehmer oft im Eingangsbereich ihrer Firmen die Zeitschriften aus, in denen sie  gelobt werden““, und ,,nach und nach haben einige von ihnen den Fntschluss gefasst, die gesamte Sammlung zu erwerben“, führte Schmidt an.","Aujourd'hui, ""les dirigeants d'entreprise affichent souvent dans le hall de leur bureau les revues dans lesquelles ils sont mentionnés"" et ""peu à peu, un certain nombre d'entre eux se sont pris au jeu de posséder la collection intégrale"", a expliqué M. Gonzalez.","Aujourd'hui, ""les artistes exposent souvent dans l'entrée de leurs studios les critiques dans lesquelles ils sont cités” et ""petit à petit, un certain nombre d'entre eux se sont pris au jeu d'accumuler la collection complète"", a précisé M. Gonzalez.","Aujourd'hui, ""les auteurs mettent souvent en avant dans leur bibliothèque personnelle les livres dans lesquels 1ls sont cités"" et ""petit à petit, un certain nombre d'entre eux se sont pris au jJeu de réunir la collection complète"", a remarqué M. Gonzalez.","Aujourd'hui, ""les designers exposent souvent dans l'entrée de leur atelier les magazines dans lesquels ils sont cités"" et ""petit à petit, un certain nombre d'entre eux se sont pris au jeu d'avoir la collection intégrale"", a commenté M. Gonzalez."
"En 2000, l'un des premiers guides 1900 mis aux enchères avait été vendu au chef étoilé Pierre Troisgros.",Im Jahr 2000 wurde einer der ersten Führer aus dem Jahr 1900 an den Sternekoch Pierre Troisgros versteigert.,Im Jahr 2000 wurde eines der ersten Bücher aus dem Jahr 1900 an den Schriftsteller Pierre Troisgros verliehen.,Im Jahr 2000 wurde einer der ersten Filme aus dem Jahr 1900 an den Regisseur Pierre Troisgros gezeigt.,Im Jahr 2000 wurde eines der ersten Gemälde aus dem Jahr 1900 an den Künstler Pierre Troisgros ausgestellt.,Im Jahr 2000 wurde einer der ersten Weine aus dem Jahr 1900 an den Sommelier Pierre Troisgros verkauft.,"En 2000, l'un des premiers manuserits originaux de Victor Hugo avait été vendu au passionne d'histoire Pierre Troisgros.","En 2000, l'un des premiers masques rituels de 1900 a été mis aux enchères et acquis par le collectionneur Pierre Troisgros.","En 2000, l'une des premières photographies de 1900 avait été mise aux encheres et obtenue par le galeriste Pierre Troisgros.","En 2000, l'un des premiers automobiles de 1900 avait été vendu au collectionneur d'automobiles Pierre Troisgros."
Plan de relance de l'UE: l'Espagne utilisera 15 milliards d'euros pour la transition numérique,EU-Konjunkturprogramm: Spanien wird 15 Milliarden Euro für den digitalen Wandel nutzen,EU-Strukturprogramm: Spanien wird 15 Milliarden Euro für den sozialen Wandel verwenden.,EU-Innovationsprogramm: Spanien wird 15 Milliarden Euro für den technologischen Wandel gebrauchen.,EU-Kohäsionsprogramm: Spanien wird 15 Milliarden Euro für den ökologischen Wandel einsetzen.,EU-Erholungsprogramm: Spanien wird 15 Milliarden Euro für den Bildungswandel aufwenden.,Plan de soutien de l'UE: l'Espagne utilisera 15 milliards d'euros pour la transition numérique.,Plan de réduction de l'UE: l'Espagne utilisera 15 milliards d'euros pour la transition numérique.,Plan de relance de l'UE: la France utilisera 15 milliards d'euros pour la transition numérique.,Plan de relance de l'UE: l'Espagne économisera 15 milliards d'euros grâce à la transition numérique.
"Le gouvernement espagnol a annonce jeudi qu'il consacrerait à la transition numerique 15 milliards d'euros puisés dans le fonds de relance européen approuvé mardi, sur les quelque 140 milliards dont doit bénéficier l'Espagne.","Die spanische Regierung kündigte am Donnerstag an, dass sie von den 140 Milliarden Euro, die Spanien aus dem am Dienstag genehmigten europäischen Konjunkturprogramm erhalten soll, 15 Milliarden Euro für den digitalen Wandel verwenden wird.","Die französische Regierung kündigte am Freitag an, dass sie von den 160 Milliarden Euro, die Frankreich aus dem am Mittwoch genehmigten europäischen Konjunkturprogramm erhalten soll, 25 Milliarden Euro für den digitalen Wandel verwenden wird.","Die italienische Regierung kündigte am Montag an, dass sie von den 180 Milliarden Euro, die Italien aus dem  am Donnerstag genehmigten europäischen Konjunkturprogramm erhalten soll, 30 Milliarden Furo für den digitalen Wandel verwenden wird.","Die deutsche Regierung kündigte am Dienstag an, dass sie von den 200 Milliarden Euro, die Deutschland aus dem am Freitag genehmigten europäischen Konjunkturprogramm erhalten soll, 35 Milliarden Euro für den digitalen Wandel verwenden wird.","Die britische Regierung kündigte am Mittwoch an, dass sie von den 220 Milliarden Euro, die Großbritannien aus dem am Montag genehmigten europäischen Konjunkturprogramm erhalten soll, 40 Milliarden Euro für den digitalen Wandel verwenden wird.","Le gouvernement italien a revele vendredi qu'il consacrera à la transformation écologique 15 milliards d'euros tirés du fonds de relance européen approuvé mercredi, sur les quelque 140 milliards dont doit bénéficier l'Italie.","Le gouvernement allemand a déclaré lundi qu'il allouerait à l'innovation technologique 15 milliards d'euros provenant du fonds de relance européen ratifié Jeudi, sur les quelque 140 milliards dont doit  profiter l'Allemagne.","Le gouvernement français a communiqué mardi qu'il dédierait à la réforme éducative 15 milliards d'euros extraits du fonds de relance européen validé vendredi, sur les quelque 140 milliards dont la France doit jouir.","Le gouvernement britannique a annonce mercredi qu'il affecterait à l'amélioration des infrastructures 15 milliards d'euros issus du fonds de relance européen adopté lundi, sur les quelque 140 milliards dont le Royaume-Uni doit disposer."
