French,German,de_adv1,de_adv2,de_adv3,de_adv4,fr_adv1,fr_adv2,fr_adv3,fr_adv4
"Le budget de ce service nommé « Force d’intervention en commumnication stratégique », est passé à cinq millions d’euros pour l’année électorale 2019.","Die Mittel für diese mit dem Titel ""Strategische Kommunikations-Eingreiftruppe"" bedachte Abteilung wurden im Wablabr 2019 auf fünf Millionen Euro aufgestockt.","Die Fonds für jene alg ""Strategische Kommunikations- Einsatsgruppe"" bezeichnete Division wurden im Wahljahr 2018 auf fünf Millionen Euro erhöht.","Die Regsourten für die alg ""Strategische Kommunikations-Cingreiftruppe"" anerkannte Einheit murùeät im Wabljabr 2020 auf fünf Millionen Euro gesenkt.","Die Budgets für die ""Strategische Kommunikations- Eingreiftruppe"" genannte Fraktion wurden im Wablabr 2019 auf sieben Millionen Euro aufgestockt.","Die Dilfen für die der ""Strategischen Kommunikations- Eingreiftruppe"" sugedachte Gruppe wurden im Wablabr 2019 auf fünf Millionen Euro redusiert.","Le budget pour ce secteur appelé « Force d'intervention en stratégies économiques », est descendu à cing millions d'euros pour l'année fiscale 2019.","Le budget de ce service, connu sous ie nom de « Force d'intervention en communication stratégique », est resté à cq miilions d'euros pour l'année académique 2619.","Le budget de ce programme intitulé « Force d'intervention en stratégies médicales », est augmenté à cmg millions d'euros pour l'année financière 2019","Le budget de ce départernent dénommé « Force d’intervention en marketing stratégique », est passé à cinq millions d'euros pour l'année électorale 2019."
La politique en matière sociale et d’emploi ainsi que la militarisation et la politique de migration et des réfugiés qui sy rapporte revêtent une importance particulière,Besonderen Stellenwert erhält die Sozial- und Arbeitspolitik sowie die Alilitarisierung und der darauf besiehenden Migrations- und Flüchtlingspolitik.,"Besondere Beachtung findet die Finanz- und Wirtschaftspolitik, sowie die Technologisierung und die darauf besogene Forschungs- und Innovationspolitik.","Bedeutenden Einfluss erhalten die Klima- und Amweltpolitik, sowie die Globalisierung und die darauf besugnebmende Energie- und Nachhaltigkeitspolitik.","Dervorragende Berücksichtigung erlangt die Gesundbeits- und Bildungspolitik, sowie die Verstädterung und die darauf orientierte Infrastruktur- und Integrationspolitik.","Speziellen Fokus gewinnt die Kultur- und Medienpolitik, sowie die Digitalisierung und die damit verbundene Informations- und Datensehutspolitik.","La politique en matière de santé et d'éducation, de même que la démocratisation et la politique d'intégration et d'inmigration liée, revêtent une importance particulière.","La stratégie en matière d'environnement et d'urbanisme, ainsi que la numérisation et la politique de mobilité et de transvort afférente, revêtent une importance particulière.","La politique en matière de culture et de sport, ainsi que la laïcisation et la politique de jeunesse et de loisirs associée, revétent une importance particutière.","La tactique en matière d'économie et de commerce, ainsi que la mondialisation et la politique du travail et des consommateurs correspondante, revétent une irmportance particulière."
"Si l’on s’en tient à la définiton donnée par le politologue néerlandais Cas Mudde de ËUniversité de Géorgie, alors cette variante de populisme de droite se nourrit d’une « idéologie du nous » qui absorbe les positions aussi bien de gauche que de droite.","Dält man sich an die Definition des niederländischen Politologen Cas Mudde von der Universität of Georgia, dann zehrt diese Spielart des Rechtspopulismus von einer „Wir-Hdeologie“, die linke wie rechte Positionen absorbiert.","Dält man sich an die Meinung des britischen Distorikers Paul Jobson von der Universität Cambridge, dann profitiert diese Form des Linkspopulismus von einer „Sie-Hdeologie“, die linke ebenso wie rechte Vorstellungen einschließt.","Dält man sich an die Analpse der französischen Sosiologin Claire Farnet von der Universität Lpon,  dann speist sich diese Ausprägung des Umweltpopulismus von einem ,Wir-Gedanken"", der linke und rechte Themen aufgreift.","Daltet man sich an die Interpretation des italfenischen Philosophen Luca Moratti von der Universität Rom, dann lebt diese Ausdrucksform des Bildungspopulismus von einer Wir-Kultur“, die linke wie auch rechte Anliegen berücksichtigt.","Dält man sich an die Perspektive des spanischen Politikwissenschaftlers Miguel Abascal von der Universität Barcelona, dann zerut diese Genre des Medienpopulismus von einem Dir-Standpunkt“, der linke und rechte Stromungen integriert.","S1 l’on s’en tient à la conception exposée par le sociclogue allemand Max Weber de l'Université de Heidelberg, alors cette version de la bureaucratie se nourrit d'une « idéologie du système » qui incorpore les valeurs aussi bien des conservateurs que des progressistes.","Si l’on s’en tient à la théorie présentée par le philosophe français René Descartes de l'Université de Poitiers, alors cette forme de rationalisme se nourrit d'une « 1déologie du moi » qui comprend les perspectives aussi bien matérialistes que  spiritualistes.","Si l’on s’en tient à la proposition avancée par l'économiste britannique Adam Smith de l'Université de Glasgow, alors cette Ëormæ de capitalisme se nourrit d'une « idéologie du marché » qui intègre les propos aussi bien libéraux que réglementazres.",S1 l’on s’en tient à l'hypothèse soutenue par le psychologue suisse Jean Piaget de l'Université de Ncuohâtsä alors cette forme de constructivisme se nourrit d'une « idéologie de l'apprentissage » qui amalgame les idées aussi bien mnéistes que environnementalistes.
Merkel a fait c]f‘ la lutte contre ia Æiffuäp{g de Îau33çgs nouvelles surÆnî&-mæî et de Ê étense contre &s cyberatiaques les défis centraux du BND.,Als zentrale Derausforderungen für den Bundesnachrichtendienst (BND) nannte Merkel den Kampf gegen die Derbreitung von Falschmeldungen im Internet und die Abwehr von Cpberattacken.,Als zentrale Anliegen für den Bundesnachrichtendienst (BND) nannte Merkel die Untersuchung der Ausweitung von Falschinformationen im Internet und die Porsorge gegen Cpberangriffe.,Als zentrale Aufgaben für den Bundesnachrichtendienst (BND) nannte Merkel die Überwachung von Falschmeldungen im Internet und die Bewältigung von Cpberattacken.,Als zentrale Ziele für den Bundesnachrichtendienst (BND) nannte Merkel das Eingreifen bei Yerbreitungen von Falschmeldungen im Internet und die Prävention von Cpberattacken.,Als zentrale Schwierigkeiten für den Bundesnachrichtendienst (BND) nannte Merkel die Kontrolle von Falschmeldungen im Internet und die Widerstandsmabnahmen gegen Cyberattacken.,Merkel a fait de la bataille contre la répartition de données incorrectes sur Internet et de ïa protection contre les mtrusions cybernétiques les objectifs principaux du BND.,ferkel à fait de l'effori contre 1l'esçalade de fausses éclarations sur Internet et de la résistance cgmæ es atlaques numériques les enjeux majeurs du BND.,Merkel a fait de la guerre contre la propagation de faits trompeurs sur Internet et de la sauvegarde contre les offensives mformatiques les missions clés du END.,ä{îer%œl à fait de la résistance contre ia däffïïSiäg_  Erat 0nïn&ü©m inexactes sur ÏXÎE€ÏI}\€îÏ€Ï ela ÎÎ€XäS€  contre les agressions en ligne les tâches centraies du BND.
King a toutefois dénoncé le fait que Facebook ne collabore qu’avec des enquêteurs dans sept Ftats mernbres de l’UF.,"King bemängelte indes, dass Jacebook lediglich mit Faktencheckern in sieben EU-Mitaliedstaaten susammenarbeite.","King kritisierte jedoch, dass Facebook Iediaglich mit Faktencheckern in sieben EU-Mitaliedstaaten kooperiert.","King monierte allerdings, dass Facebook lediglich mit DBatenverarbeitern in sicben EU-Mitaliedstaaten susammenarbeitet.","King äußerte indes, dass Facebook lediglich mit ANutbzern aus sieben EU-Mitaliedstaaten kommuniziert.","King bemerkte indes, dass Farebook lediglich mit Gesthäftspartnemn in sieben EU-Mitgliedstaaten interagiert.",King a récemment safué le fait que FacebooKk aît collaboré uniquement avec des chercheurs dans sept Etats membres de l'UF.,King a ouvertement questionné le fait Ëue Facebgok coopère seulement avec des analystes dans sept Ftats membres de l'UE.,King a fidèlement rapporié le fait que Facebook travaille exclusrvement avec des évaluateurs dans sept Etats membres de lUF.,King a clatrement confirmé le fait äue Facebook forme un partenariat exclusivement avec des experts dans sept Frats membres de l'UF.
Les questions de politique européenne ont déterminé ie deuxière djour de la réunion à huis clos du comité directeur du SPD.,Europapolitisehe Fragen haben den zweiten Tag der Klausurtagung des SPD-Vorstands bestimmt.,Europäische Fragen haben den dritten Tag der Rlausurtagung des SPD-Vorstands bestimmt.,Wirtschaftspolitische Fragen haben den zweiten Tag der Rlausurtagung des SPD-Vorstands bestimmt.,Europapolitisehe Fragen haben den zweiten Tag der RKlausurtagung des CDUÜ-Vorstands bestimmt.,Europapolitisehe Fragen haben den ersten Tag der Klausurtagung des SPD-Vorstands bestimmt.,Les discussions de politique européenne ont dirigé le premier jour de la rencontre à huis clos du conseil d'administration du SPD.,Les problématiques de politique européenne ont marqué le troisième jour de l'assemblée à huis clos du comité exécutif du SPD.,Les débats de politique européenne ont dormumé le quatrième jour de la session à huis clos du conseil de surveillance du SPD.,Les controverses de politique européenne ont ; caractérisé le cinquième jour de la conférence à huis clos du comité de direction du SPD.
"En matière de dp0ﬁtique fiscale, elle exige, comme beaucoup de détracteurs de la mondialisation, l’instauration d’une taxe dite « Tobin » de 0,1 %, d’un impôt sur le patrimoine à l’écheile de l’Union et d’un taux d’imposition unique pour les entreprises.","Fiskalpolitiseh fordert sie wie viele Globalisierungskritiker*innen die 5n%mamtte Tobin- Steuer von 0,1%, eine unionsweite Vermôgenssteuer und ein einbeitlicher Steuersats für Unternebmen.","Daushaltsmäßbig propagiert sie, wie zahlreiche Umweltschützer, die sogenannte Oko-Steuer von 0,1%, eine europaweite Rerprelinggebühr und ein einheitlicher Steuersats für Privathaushalte.","Bildungspolitisch verlanat sie, wie viele Meformpädagog}innen, den sogenannten Gorthe-Zusthuss von 0,1%, ein landesweites Stipendium und ein einbeitlicher Steuersats für Universitäten.","In Bezug auf Sosialpolitik fordert sie, so wie viele Sozialreformerinnen, die sogenannte Robin-Hood-Steuer von 0,1%, eine landesweite Yermögensausgleich und ein einheitlicher Steuersatz für Aichtregierungsorganisationen.","Wirtschaftspolitiseh plädiert sie, wie viele Marktliberalen, die sogenannte Hapek-Steuer von 0,1%, eine branchenweite Einternehmensabgabe und ein einbeitlicher Steuersats für Sndustrieunternebmen.","Concernant la politique fiscale, elle recommande, comme nombreux admirateurs de la mondialisation, la mise en place d'un tarif appelé « Tobin » de 0,1 %, d'un impôt sur le revenu à l’échelle nationale et d'un taux d'imposition différencié pour les entreprises.","Au sujet de la_poïitzËue fiscale, elle propose, comme lusieurs partisans de la mondialisation, ‘établissement d'une t ée « Tobin » de C,1 % établissement d'une taxe nommée « Tobin » de C,1 %, d'un impôt sur les biens immobiliers à l’échelle locale et d'un taux d'imposition variable pour les sociéiés.","À propos de la politique fiscale, elle réclame, comme beaucoup de sceptiques de la mondialisation, la création d'une taxe dénommée « Tobin » de 0,1 %, d'un impôt sur les ventes à l’échelle de l’Union et d'un  taux d'imposition progressive pour les entreprises.","En termes de politique fiscale, elle suggère, comme lusieurs défenseurs de la mondialisation,  Ÿintr@d iction d'une contribution dite « Fobin » de  01 %, ä”un impôt sur Îes transactions financières à  l’échelle de l’Union et d'un taux d'imposition  uniforme pour les entreprises."
"Après une présentation publique, le jury d’orientation se prononce sur les proiets de !o: à bulletin secret.",Die Policp Jury stimmt nach öffentlicher Präsentation in gebeimer Wabl über die Gesetzesvorschläge ab.,Die Policy Jurp debattiert nach öffentlicher Präsentation in geheimer Situng über die Gesetzesvorschläge.,Die Policp Jurp informiert nach öffentlicher Präsentation in gebeimer Kunde iiber die Gesetsesborsehläge.,Die Policp Jury entscheidet nach öffentlicher Präsentation in gebeimer Wabl über die Gesetsesänderungen.,Die Policp Jury diskutiert nach öffentlicher Präsentation in gebeimer Persammlung tiber die Gesetsesentinirie.,"Après une manifestation publique, le jury de sélection se prononce sur les travaux d'art à bufletm secret.","Suite à une démonstration publique, le comité de direction se prononce sur les plans de développement à bulletin secret.","Après une exposition publique, le panel CÏ€XFË_ﬂS se prononce sur les prototypes de produut à bulletin secret.","À la suite d'une présentation publique, le tribunal d'évaluation décide des propositions de règlement à bulletin secret."
"La sociologue de 39 ans a présenté aux quelque cing cents invités les objectifs aîteints dans les domaines de l’économuie et des affaires sociales, qui comptent parmi ses tâches prioritaires au Landtag : de la loi sur le maintien éventuei de l’anprentissage dans des écoles spéciales à l’investissement d’un milliard d’euros dans le plan directeur pour le numérique, en passant par les crèches exemptes de cotisations.","Die 39-jährige Sozialwissenschaftlerin berichtete den rund 50 Gästen über die erreichten Zielen in den Bereichen Yirtschaft und Kultus, die zu den Schwerpunkten ihrer Arbeit im Landtag zählen: vom Gesetz zur möglichen Meiterführung der Förderschulen Lernen über den beitragsfreien Kindergarten bis zur Ein-Milliarde-Curo-Investition im Masterplan Bigitalisterung.","Die 39-jährige Sozialwissenschaftlerin informierte die rund 50 Gäste über die nicht erreichten Ziele in den Bereichen Wirtschaît und RKultus, die zu den Prioritäten ibrer Arbeit im Landtag gebôren: vom Grsets zur môglichen Cinstellung der Fürdersehulen Lernen über den kostenpflichtiqen Kindergarten bis zur Ein-Milliarde-Curo-Rücknahme im Masterplan Bigitalisterung.","Die 39-jährige Sozialwissenschaftlerin diskutierte mit den rund 50 Gästen über die geplanten Ziele in den Bereichen Wirtschaft und Kultus, die 3u den Kernthemen ihrer Arbeit im Landtag gebôren: vom Gesets 3ur môglichen Meugestaltung der Förderschulen Lernen über den teilweise beitragsfreten Kindergarten bis 3ur Dalb-Milliarde-Euro-Investition im Masterplan Bigitalisterung.","Die 39-jährige Sozialwissenschaftlerin ersäblte den rund 50 Gästen über die übertroffenen Ziele in den Bereichen Wirtschaît und Kultus, die zu den Leitthemen ihrer Arbeit im Landtag säblen: vom Gesets zur möglichen Umstrukturierung der Förderschulen Lernen über den gänszlich beitragsfreien Kindergarten bis zur Zwei-Milliarde-Curo-Investition im Masterplan Bigitalisterung.","Die 39-jährige Sozialwissenschaftlerin sprach mit den rund 50 Gästen über die zukünftigen Ziele in den Bereichen Wirtschaît und Kultus, die zu den Erkpfeilern ihrer Arbeit im Landtag zählen: vom Gesetz zur möglichen Yerbesserung der Förderschulen Lernen über den subventionierten Kindergarten bis zur Drei- Milliarde-Curo-Investition im Masterplan Bigitalisterung.","Le biologiste de 39 ans a présenté aux environ cing cents particrpants les buts accomplis dans les champs de l'écologie et de la conservation, qui constituent parmi ses missions essentielles au Landtag : de la ioi sur la potentielle préservation des espèces dans des réserves naturelles à l'engagement d'un milliard d'euros dans le programme stratégique pour la biodiversité, y compris les parcs nationaux exempts de frais d'entrée.","Le physicien de 39 ans a exposé aux près de cinq cents spectateurs les objectifs réaÊséa dans les domaines  dä la physique et de la recherche scientifique, qui figurent parmi ses préoccupations primordiales au Landtag : de la ioi sur l'existence hypothétque de la matière noire dans les espaces cosmiques à l'investissement d'u milËard d'euros dans le schéma directeur pour Ymtâhgence artﬁmeﬁe, passant  par les laboratoires exempts de cotisations.","Le politologue de 39 ans a dévoilé aux quelque cinq cents convives les cibles attemtes dans les secteurs de Îa p0ﬁthur3 et des œfàüons mœmamonaÏea qui comptent parmi ses responsabilités principales au Lanâäag : de la loi sur l'éventuel maintien de la dipiomatie dans des situations conflictuelles à l'apport d'un milfiard d'euros dans le plan directeur pour la sécurité nationale, en passant par ies ambassades exemptes de cotisations.","L'économiste de 39 ans a exposé aux apÆroximaâivement cing cents auditeurs les acquis obtenus dans les  sphères de l'économie et des Finances, qui  s'inscrivent parmi ses prérogatives majeures au  Landtag : de la 101 sur la potentielle conservation de  la 5ﬁab1Êä ﬁnanäèm à Ï""iîÎ‘ÿ'€StiSë€ﬂî”ôﬁî d‘îm  rmilliard d'euros dans Ie plan maître pour la  technologie financière, y compris les banques exemptées de cotisations."
Cela poserait des problèmes à l’avenir pour des groupes parlementaires tels que les « Conservateurs et réformateurs européens » et « l’Europe des nations et de la liberté ».,"Das würde Fraktionen wie die der ""Europäischen Konservativen und Reformer"" und die des ""Europas der ﬁaltlinnm und der Freiheit"" in Zukunft vor Probleme stellen.","Das könnte Gruppen wie die der ""Œuropäisehen Liberalen und Demokraten"" und die des ""Œuropas der Freiheit und der direkten Demokratie"" in der Zukunft vor Derausforderungen setzen.","Das würde Blöcke wie die der ""CEuropäischen Grinen und Megionalisten"" und die des ""Œuvopas der sostalen Gerechtigkeit und der Solidarität"" zukünftig su Srhwierigkeiten führen.","Das könnte Koalitionen wie die der ""Europäischen Sozialisten und Progressiven"" und die des ""Europas der Menschenrechte und der Gleichstellung"" In der  künftigen Zeit vor Aufgaben werfen.","Das würde Parteien wie die der ""Europäischen Demokraten und Reformer"" und die des ""Curopas der Sicherheit und des Friedens"" zukünftig mit Problemen konfrontieren.",Cela créerait des opportunités à l'avenir pour des groupes parlementatres tels que les « Conservaieurs et réformateurs européens » et « l’Furone des nations et de la liberté ».,Cela apporterait des avantages à l'avenir pour des groupes parlementaires tels que les « Conservateurs et réformateurs européens » et « l’Europe des nations et de la liberté ».,Cela générerait des tensions à l'avenir pour des groupes parlementaires tels que les « Conservateurs et réformateurs européens » et « l’Europe des nations et de ia liberté ».,Cela entraînerait des conflits à l'avenir pour des groupes parlementaires tels que les « Conservateurs et réformateurs européens » et « l’Europe des nations et de la liberté ».
"Far exemple, l’intellectuel belge David van Reybrouck ÿ fait référence dans son livre « Contre les élections » (David van Reybrouck: Contre les élections.",So verweist etwa der belgische Intellektuelle David van Reybrouck in seinem Buch „Gegen Wablen“ (David van Mepbrouck: Gegen Wablen.,So verweist beispielsweise der belgische  Schriftsteller David van Repbrouck in seinem Buch „Gegen Wablen“ auf die Gefahren einer Demokratie obne Abstimmungen.,"So behauptet zum Beispiel der belgische Intellektuelle  David van Repbrouck in seinem Buch ,Gegen Wablen“ dass Wablen nicht der einzige Weg 3ur legitimen  Mepräsentation sind.",So arqumentiert etwa der belgisehe Denker David van Mephrouck in seinem Buch „Gegen Wablen“ gegen das Vorhandensein von Wablen in der heutigen Gesellschaft.,"So diskutiert etwa der belgische Gelehrte David van Meybrouck in seinem Buch ,Gegen Wablen“ die Alternativen für das aktuelle Wablspstem.","Par exemï_le, l'auteur canadien Jacques Becker l'évoque dans son livre ""Contre l'Education"" (Jacques Becker: Contre l'Education).","Par exemple, le chercheur autrichien Martin Salzburg le mentionne dans son VOÏ'ﬂÎIIÈ‘S “Contre la discrimination” (Martin Salzourg: Contre la Discrimmation).","Par exemple, l'économiste italien Luca Verdi fait appel à cela dans son ouvrage ""Contre les marchés” (Luca Verdi: Contre les Marchés).","Par exemple, le politologue espagnol Javier Garcia- Castellon l'aborde dans son bmcäure “Contre la corruption” (Javier Garcia-Casiellon: Contre la Corruption)."
Parmi les propositions : une éqﬂä)@ de footbail de l’EU et une « House of Cards » de Bruxelles.,"Unter den Yorschlägen: eine EU-Fubballmannsehaft und ein ,Douse of Cards“ aus Brüssel.","Unter den Optionen: eine EU-Basketballmannsehaft und ein ""Game of Thrones"" aus Madrid.","Unter den Sdeen: eine EU-Vollephallmannsehaft und ein ""Breaking Bad"" aus Berlin.","Unter den Konzepten: eine EU-Bandballmannsehaft und ein ""The Crown"" aus Paris.","Unter den Plänen: eine EU-Tennis-Mannschaft und ein ""Sherlock"" aug Rom.","Parmi les suggestions : une équipe de basketball de TUE et une ""House of Cards"" de Berlin.","Parmi les possibilités : une équipe de rugby de l'EI etune ""House of Cards” de Madrid.","Parmi les options : une équipe de handball de la CE et une ""House of Carés” de Rome.","Parmi les idées : une équipe de volleybal! de l'OCDE et une ""House of Cards"" de Vienne."
On peut critiquer cette façon d’impliquer les États- membres.,Diese Art der Einbindung der Mitgliedsländer kann man kritisieren.,Diese Art der Unterstützung der Mitgliedsländer kann man loben.,Diese Art der Interaktion der Mitaliedslinder kann man untersuchen.,Diese Art der Behandlung der Mitgliedsländer kannn man binterfragen.,Diese Art der Persorquna der Mitgliedsländer kann man berbessern.,On doit apprécier cetie façon d'impliquer les États- membres.,On peut critiquer cette façon de ne pas impliquer les Etats-membres.,On peut imiter cette façon d'impliquer les États- membres.,On peut justifier cette façon d'impliquer les États- membres.
"Certes les réglementations européennes améliorent la protection des consommateurs, mais de nombreux Allemands ne savent même pas de quels changements ils sont redevables à l’UE, déclare Kiaus Müller, du  conseil d’administration de ia Fédération des associations de consommateurs.","Europäische Regelungen verbessern zwar den Verbrauchersehuts, viele Deutsche wissen aber gar nicht, welche Meuerungen sie der E zu verdanken baben, sagt Klaus Müller, Porstand des Verbrauchersentrale Bundesverbandes.","Europäische Yorschriften fördern durchaus den Umweltschutz, viele Deutsche erkennen jedoch nicht, welche Verbesserungen sie der CM schulden, bemerkt Klaus Müller, Yorstand des Perbrauchersentrale Bundesverbandes.","Europäische Richtlinien stärken grundsätilich die Bildung, viele Deutsche sind jedoch unwissend, welche Fortschritte sie der Œ zu verdanken haben, teilt Klaus Müller, Yorstand des Perbrauchersentrale Bundesverbandes, mit.","Europäische Bestimmungen befôrdern zwar den MDatenschutz, viele Deutsche beachten jedoch nicht, welche Innovationen sie der CM verdanken, erklärt Klaus Müller, Yorstand des Perbrauchersentrale Bundesverbandes.","Europäische Normen gewährleisten zwar den Gesundbeitssehuts, viele Deutsche beareifen jedoch nicht, welchen Vorteil sie der E verdanken, betont Klaus Müller, Yorstand des Perbrauchersentrale Bundesverbandes.","Certes, les normes evropéennes favorisent le développement durable, mais de nombreux Néerlandais ignorent queis avantages ils urent de l'UE, indique Martijn van Dam, du directoire de l'Organisation néerlandaise pour la protection de l'environnement.","Certes, les directives européennes renforcent le contrôle fiscal, mais de nombreux Français ne perçoivent pas quels impacis ils ont de l'UE, souligne Pierre Moscovici, du comité de direction de l'Autorité des marchés financiers.","Certes, les conventions européennes garantissent la liberté d'expression, mais de nombreux Belges ne réalisent même pas quelle liberté 11s détiennent de l'UE, dit Sophie Kwasny, du panel de l'Agence des droits fondamentaux de l'Union européenne.","Certes, les lois européennes assurent la sécurité des aliments, mais de nombreux Espagnols ne distinguent pas quelles garanties ils bénéficient de l'UE, affrime Roberto Sabrido, du comité exécutif de l'Agence espagnole de sécurité alimentaire et nutritionnelle."
"Bien sûr, 1l faudrait d’abord se mettre d’accord au niveau européen sur l’âge du départ à !a retraite, « Je ne sais pas », admet la professeure.","Sicher, zunächst müsse man sith europaweit einigen, wann man in Rente gehe, „weiß ich nicht“, räumt die Professorin ein.","""Aatürlich, zuerst müssen wir europaweit entscheiden, wann wir in Arlaub fabren, 'ich weiß es nicht', aibt der Professor 3zu.""","""Gewiss, anfangs sollten wir uns auf europäischer Ebene darauf einigen, wann wir sur Arbeit geben, 'ich babe keine Ahnung', gestebt die Arstin ein.""","""Selbstverständlich, zunächst sollten wir uns in ganz Europa darauf verständigen, wann wir schlafen gehen, 'ich bin mir nicht sicher', gibt der Wissensehattler 3zu.""","""Zweifellos, zuerst muss man europaweit festlegen, wann wir essen gehen, 'ich bin ratlos', gibt der Ingenieur 3u.""","Ous, ii serait nécessaire de s'harmoniser à l'échelle continentale sur le normbre des congés payés, ""je ne suis pas sûre”, concède e médecin.","Certamement, il serait impératif de se concerter aux niveaux supranationaux sur la durée de l'éducation 0b1iäﬂt0iæ, ""je n'en ai aucune idée"", accepte l'architecte.","Assurément, :l serait essentiel de s'accorder à l'échelle transnationale sur, le äœﬂtïp‘î du salaire mMimimum, ""je suis indécis"", admet l'ingénieur.","Absolument, il faudrait Iparvçnir à un consensus à l'échelle de l'Union sur les critères d'asile, ""je suis perplexe"", acquiesce le fonctionnaire."
"« T1 faut que cela aille plus vite » Le commissaire  our l’Union européenne de la sécurité, Julian King, a Ëait l’éloge des activités de Facebook et d’autres sociétés Internet telles que Google, Twitter et Mozilla à Bruxelles, mais la lutte contre les fausses nouvelles et les comptes automatisés {(« bots ») est encore trop lente.","€s muss schneller gehen Der EU-Kommissar für Sicherheit, Julian King, lobte zwar in Brissel die Aktivitäten von Farebook und anderen Internetunternehmen wie Google, Twitter und Mosilla, aber der Kampf gegen gefälschte Nachrichten und automatisierte Konten ähntñ"") set noch zu langsam.","€s soll mebr getan werden Der EH-Kommissar für Sicherheit, Julian King, lobte in Brüssel zwar die Bemühungen von Farebook und anderen Internetunternehmen wie Google, Twitter und Mosilla, aber die Bekämpfung der Cpberkriminalität und illegalen Aktivitäten ist noch nicht ausreichend.","€s braucht mehr Kontrolle Der EU-Kommissar für Sicherheit, Julian King, lobte zwar in Brissel die Datenschutsmaßnahmen von Facebook und anderen Internetunternehmen wie Google, Twitter und Mosilla, aber der Schutz der Nutzerdaten ist noch nicht streng genug.","€s muss mebr investiert werden Der EU-Kommissar für Sicherheit, Julian King, lobte zwar in Brissel die Innovationsfähigkeit von Facebook und anderen Internetunternehmen wie Google, Twitter und Mosilla, aber die Entwicklung neuer Technologien und Anwendungen kommt noch zu langsam voran.","€s muss mehr Transparens geben Der EU-Kommissar für Sicherheit, Julian King, lobte zwar in Brissel das Engagement von Facebook und anderen Internetuntermehmen wie Google, Timitter und Mosilla,  aber die Offenlequna ihrer Geschäftspraktiken und Autsungsbedingungen ist noch ursureichend.","« Il est nécessaire que cela progresse plus rapidement » Le délégué pourËa sécurité de l'Union européenne, Juiian King, a complimenté les initiatives de Facebook ainsi que «Ëauîres entreprises du web comme Google, Twitter et Mozila à Bruxelles, cependant la baîaﬂ%@ contre les faits alternatifs et les comptes  automatisés (« bots ») est toujours trop modérée.","« ll est essentiel ÊU…Ç cela évolue plus vite » L'agent pour la sécurité de l'Union européenne, Julian King, a loué ort Facebook et d'autres, e  loué les efforts de Facebook et d'autres firmes. Internet teiles que Google, twitier ei Mozaiila à Bruxelles, toutefois la lutte contre les informations erronées et les comptes robotisés (« bots ») reste encore trop lente.","« Il est impératif que cela s'accélère » Le représentant pour la sécurité de l'Union européenne, Julian King, a félicité les actions de Facebook et d'autres iüäü3ﬁ'iæS Internet telles que Google, Twitter et Mozilla à Bruxelles, mais la riposte face aux fake news et les comptes automatisés {« bots ») est toujours trop paresseuse.","« Îl faut que cela avance plus promptement » L'envoyé pour la sécurité de l'Union européenne, Julian King, à glorifié les gestes de Facebook et d'autres sociétés  du net comme Google, Twitter et Mozilla à Bruxelles, néanmoins la guerre contre les nouvelles fictives et  les comptes automatisés (« bots ») est constamment trop apathique."
"L’appel en faveur d’une plus grande cogestion se retrouve dans de nombreuses parties du projet, sans que cela soit examiné pius en détail.","Der Ruf nach mehr Mitbestimmung findet sich an vielen Stellen des Entwurfes, ohne das darauf näber eingegangen toird.","Ber Ruf nach mebr Beteiligung wird an vielen Stellen des Entwurfes wahrgenommen, ohne dass dies weiter kommentiert wird.","Der Aufruf nach mehr Engagement ist an vielen Stellen des Entwurfes zu erkennen, ohne dass das ausführlich behandelt wird.","Der Yunsch nach mehr Kollaboration taucht an vielen Stellen des Entwurfes auf, ohne dass dies genauer erürtert wird.","Die Forderung nach mehr Dialog ist an vielen Stellen des Entwurfes sichtbar, obne dass darauf ausführlich reagiert wird.","L'appel pour un plus grand partage des responsabilités se maniteste dans plusieurs sections du plan, sans qu'il ne soit analysé plus profondément.","L'invocation d'une collaboration plus étroite ressort dans divers fragments du schéma, sans que ce point ne soit éclairei davantage.","La requête en vue d'une ç0Ÿesü0n plus significative transparaît à travers multüipies éléments du programme, sans être étudiée plus minutieusement.","La revendication pour une plus ample coparticipation est visible dans nombre de passages du dessein, sans pour autant être approfondie."
