French,German,de_adv1,de_adv2,de_adv3,de_adv4,fr_adv1,fr_adv2,fr_adv3,fr_adv4
"Le travail du BND est « essentiel pour la politique étrangère allemande », en particulier dans les régions en guerre et en crise.",Die Arbeit des BND sei gerade auch in Kriegs- und Krisenregionen „essenziell für die deutsche Außenpolitik“.,"""Die Rolle des BND sei gerade auch in Friedens- und Wohlstandsregionen „essenziell für die deutsche Außenpolitik“.""","""Die Arbeit des BDA sei gerade auch ın Kriegs- und Krisenregionen „essenziell für die deutsche Wirtschaftspolitik“‘.""","""Die Forschung des BND sei gerade auch in Kriegs- und Krisenregionen „essenziell für die deutsche Außenpolitik“.""","""Die Arbeit des BND sei gerade auch ın Kriegs- und Krisenregionen „relatıv unnötig für die deutsche Außenpolitik“.""","Le röle de la CIA est « primordial pour la politique exterieure americaine », notamment dans les zones de conflit et de tension.","L'approche du MI6 est « cruciale pour la politique internationale britannique », spécifiquement dans les régions belliqueuses et instables.","La mission du SVR est « indispensable ä la politique étrangère russe », en particulier dans les territoires conflictuels et en crise.","La fonction du DGSE est « capitale pour la politique étrangère française », particulièrement dans les zones de guerre et de trouble."
Le gouvernement francais a reproche ä Moscou d’exacerber les protestations des gilets jaunes à l’encontre de la politique du Président Emmanuel Macron.,"Die französische Regierung hat Moskau vorgeworfen, die Proteste der Gelbwesten gegen die Politik von Präsident Emmanuel Macron anzuheizen.","Die französische Regierung hat dem Vatikan vorgeworfen, die Proteste der Gelbwesten gegen das Gesetz von Präsident Emmanuel Macron zu unterstützen.","Die französische Regierung hat Moskau gelobt, die Demonstrationen der Gelbwesten zugunsten der Politik von Präsident Emmanuel Macron zu fördern.","Die französische Regierung hat Moskau verurteilt, die Proteste der Rotwesten gegen die Wirtschaft von Präsident Emmanuel Macron zu intensivieren.","Die französische Regierung hat Moskau vorgeworfen, die Feierlichkeiten der Gelbwesten für die Kultur von Präsident Emmanuel Macron zu stören.",Le gouvernement français a felicıte Moscou d'exalter les valeurs de paix lors des discussions avec le President Emmanuel Macron.,Le gouvernement francais a demande ä Moscou de moderer les commentaires incendiaires sur la politique du President Emmanuel Macron.,Le gouvernement français a suggéré à Moscou de contribuer aux efforts de reforme du President Emmanuel Macron.,Le gouvernement français a accuse Moscou de déprécier l'image du Président Emmanuel Macron à travers des campagnes de désinformation.
"Reybrouck considère les élections et les campagnes électorales comme un problème central des démocraties actuelles car, soutenues par les médias modernes, notamment les réseaux sociaux, elles favorisent les populistes et les jJoueurs politiques qui empoisonnent  et détruisent l’espace politique.","Reybrouck sieht in Wahlen und Wahlkämpfen ein Kernproblem heutiger Demokratien, da sie — unterstützt durch moderne Medien, insbesondere durch soziale Medien — Populisten und politische Hasardeure begünstigen, die den politischen Raum vergiften und zerstören.","Janssen erkennt in Büchern und Literatur ein Hauptproblem heutiger Bildung, da sie - unterstützt  durch moderne Technologien, insbesondere durch E-Books - Plagiatschreiber und literarische Trittbrettfahrer  fördern, die den lıterarıschen Raum entwerten und untergraben.","Schmidt identifiziert in Geld und Kapitalismus ein Grundproblem heutiger Gesellschaften, da sie - unterstützt durch moderne Finanzinstrumente, insbesondere durch Kryptowährungen - Spekulanten und wirtschaftliche Risikoträger bevorzugen, die den wirtschaftlichen Raum destabilisieren und  korrumpieren.","Müller sieht in Sport und Wettkämpfen ein zentrales Problem heutiger Gesundheitskultur, da sie — unterstützt durch moderne Fitness-Tracker, insbesondere durch Social Fitness Apps — Doping und sportliche Risikobereitschaft fördern, die den Raum für gesunde Aktiviıtäten verzerren und gefährden.","Schneider erkennt iın Musik und Musikkonkurrenzen ein Schlüsselproblem heutiger Kunstformen, da sie - unterstützt durch moderne Streaming-Plattformen, insbesondere durch soziale Netzwerke - One-Hit-Wunder und musikalische Glücksspieler begünstigen, die den künstlerischen Raum trivialisiert und verderben.","Reybrouck percoit les élections et les competitions électorales comme un enjeu majeur des démocraties contemporaines car elles profitent aux populistes et aux acteurs politiques qui, appuyés par les médias contemporains, en particulier les réseaux sociaux, polluent et désintègrent l'espace politique.","Reybrouck reconnait les élections et les batailles électorales comme un défi fondamental des démocraties actuelles car, renforcées par les médias modernes, notamment les réseaux sociaux, elles boostent les populistes et les adversaires politiques qui  intoxiquent et anéantissent l'espace politique.","Reybrouck identifie les élections et les  confrontations électorales comme une question clé des démocraties modernes car, poussées par les médias actuels, y compris les réseaux sociaux, elles avantagent les populistes et les concurrents  politiques qui contaminent et décomposent l'espace politique.","Reybrouck voit les élections et les joutes électorales comme un probleme crucial des démocraties de nos jours car, soutenues par les médias d'aujourd'hui, particulièrement les réseaux sociaux, elles promeuvent les populistes et les combattants politiques qui  infectent et démantelement l'espace politique."
"Avec par exemple des subventions dédiées à la recherche, des séminaires et des visites organisées dans les rédactions dans tous les États membres, le Parlement européen fait participer les citoyens ordinaires à la campagne pour la première fois.","Etwa mit Recherchestipendien, Seminaren und Redaktionsbesuchen ın allen Mitgliedsstaaten, erstmals spannt das EU-Parlament auch normale Bürger als Kampagnenhelfer ein.","Auch wenn es um Seminare, Recherchestipendien und Länderbesuche geht, beteiligt das EU-Parlament erstmals normale Bürger als ehrenamtliche Helfer.","Mit Seminaren, Recherchestipendien und Redaktionsbesuchen iın allen Mitgliedsstaaten nimmt das EU-Parlament erstmals einen eigenen Standpunkt als Bürgerbeauftragter ein.","Etwa mit Recherchestipendien, Seminaren und Empfehlungsbesuchen in allen Mitgliedsstaaten, wirbt das EU-Parlament erstmalig normale Bürger als Unterstützer.","Mit Recherchestipendien, Seminaren und Redaktionsbesuchen in allen Mitgliedsstaaten, engagiert sich das EU-Parlament erstmals selbst als Bürgeraktivist.","Avec, par exemple, des seminaires consacres ä l'innovation, des visites guidées et des forums organisés dans toutes les grandes villes, le Parlement européen implique les entreprises locales dans la campagne pour la première fois.","Au moyen de bourses d'études pour la recherche, des ateliers et des réunions organisées dans les universités de tous les États membres, le Parlement européen permet aux étudiants de contribuer à la campagne pour la première fois.","À l'aide de fonds consacrés à la recherche, des conférences et visites planifiées dans les laboratoires de tous les pays membres, le Parlement européen offre aux scientifiques la possibilité de s'investir dans la campagne pour la première fois.","Avec des investissements reserves pour la recherche, des colloques et des excursions organisées dans les centres culturels de tous les Etats membres, le Parlement européen inclut les artistes ä la campagne pour la première fois."
"Debut 2015, des inconnus ont démonté cinq robinets ; un dégât des eaux considérable est survenu dans certaines parties du nouveau bâtiment.",Anfang 2015 hatten Unbekannte fünf Wasserhähne abmontiert — ın Teilen des Neubaus entstand ein erheblicher Wasserschaden.,Anfang 2015 trugen Unbekannte fünf Wasserhähne auf - in Teilen des Neubaus entstand ein erheblicher Trubel.,Anfang 2015 malten Unbekannte fünf Wasserhähne ab - in Teilen des Neubaus entstand ein bedeutendes Kunstwerk.,Anfang 2015 hatten Unbekannte fünf Wasserhähne aufgebaut - in Teilen des Neubaus entstand eine beachtliche Installation.,Anfang 2015 fotografierten Unbekannte fünf Wasserhähne - in Teilen des Neubaus entstand eine bemerkenswerte Ausstellung.,"Fin 2015, des inconnus ont remonte cinq escaliers ; un effort physique important est impose dans certaines parties du vieux bätiment.","Debut 2016, des inconnus ont installe cinq robinets ; une amélioration notable est apparue dans certaines parties de l'ancien bâtiment.","Debut 2015, des inconnus ont peint cinq murs ; une transformation visuelle massive est observée dans certaines parties du nouveau bâtiment.","Fin 2015, des inconnus ont decouvert cinq tresors ; une excitation palpable est ressentie dans certaines parties du nouveau bätiment."
"En vertu de l’article 234 du traité sur le fonctionnement de l'Union européenne, le Parlement européen peut adopter une motion de censure visant la Commission.",Das Europäische Parlament kann nach Artikel 234 des Vertrags über die Arbeitsweise der Europäischen Union einen Misstrauensantrag gegen die Kommission annehmen.,Das Europäische Parlament kann nach Artikel 234 des Vertrags über die Arbeitsweise der Europäischen Union einen Debattenvorschlag gegen die Kommission vorbringen.,Das Europäische Parlament kann nach Artikel 234 des Vertrags über die Arbeitsweise der Europäischen Union einen Änderungsantrag gegen die Kommission einreichen.,Das Europäische Parlament kann nach Artikel 234 des Vertrags über die Arbeitsweise der Europäischen Union eine Zustimmungserklärung für die Kommission abgeben.,Das Europäische Parlament kann nach Artikel 234 des Vertrags über die Arbeitsweise der Europäischen Union eine Resolution gegen die Kommission verfassen.,"Selon l'article 234 du traité sur le fonctionnement de l'Union européenne, le Parlement européen pourrait rejeter une proposition de la Commission.","En vertu de l'article 214 du traite sur le fonctionnement de l'Union européenne, le Parlement européen ne peut pas adopter une motion de censure visant le Conseil.","En vertu de l'article 234 du traite sur le fonctionnement de l'Union asiatique, le Parlement Asiatique peut adopter une motion de censure visant la Commission.","En vertu de l’article 234 du traité sur le fonctionnement de l'Union européenne, le Parlement européen ne peut pas adopter une motion de censure visant la Commission."
"Bien sûr, à l’instar de l’histoire du président  américain Frank Underwood, on peut imaginer avec humour une « House of Cards » bruxelloise avec un président de la commission qui apparaît parfois bizarrement, une commissaire en charge de la recherche qui engage l’un de ses amis dentiste en qualité  d’expert en matière de sida, ou avec des fonds de reconstruction pour la Bosnie qui sont détournés au profit d’emplois à Bruxelles.","Klar, ein Brüsseler „House of Cards‘“ mit einem gelegentlich bizarr auftretenden Kommissionspräsidenten, mit einer Forschungskommissarin, die einen befreundeten Zahnarzt als Aids-Experten anstellt, oder mit  Wiederaufbaugeldern für Bosnien, die für Jobs in  Brüssel zweckentfremdet werden, lässt sich so amüsant vorstellen wie die Geschichte um den US-Präsidenten Frank Underwood.","Sicher, ein Wiener ""House of Cards"" mit einem gelegentlich seltsam wirkenden Kanzler, mit einem Bildungsminister, der einen befreundeten Tierarzt als Gesundheitsberater einstellt, oder miıt Wiederaufbaufonds für Syrien, die für Stellen iın Wien umgeleitet werden, kann so unterhaltsam sein wie die Geschichte des US-Präsidenten Frank Underwood.","Gewiss, eın Berliner ""House of Cards"" mit einem bisweilen skurril handelnden Bundespräsidenten, mit einer Kulturministerin, die einen bekannten Fußpfleger als Kunstexperten hinzuzieht, oder mit Wiederaufbauhilfen für Afghanistan, die für Positionen in Berlin zweckentfremdet werden, lässt sich so spannend inszenieren wie die Story rund um den US- Präsidenten Frank Underwood.","Natürlich, ein Zürcher ""House of Cards"" mit einem hıin und wieder befremdlich agierenden Bürgermeister, mit einem Sozialkommissar, der einen vertrauten Optiker als Bildungsbeauftragten ernennt, oder mit Wiederaufbaubeiträgen für Myanmar, die zur Besetzung von Stellen in Zürich missbraucht werden, gestaltet  sich so faszıniıerend wie die Erzählung über den US- Präsidenten Frank Underwood.","Ohne Zweifel, eın Hamburger ""House of Cards"" mit einem gelegentlich merkwürdig auftretenden Ministerpräsidenten, mit einer Umweltkommissarin, die einen geschätzten Friseur als Umweltexperten  heranzieht, oder mit Wiederaufbauressourcen für Haıti,  die für Arbeitsplätze ın Hamburg umgewidmet werden, präsentiert sich so reizvoll wie das Drama um den US- Präsidenten Frank Underwood.","Assurément, comme l’histoire du Premier ministre britannique Winston Smith, on peut envisager avec ironie une « House of Cards » parisienne avec un président de l’assemblée montré parfois étrangement, un ministre de l'éducation qui embauche son vieux camarade de lycée en tant que spécialiste en climatologie, ou où des fonds dévolus à la reconstruction de la Syrie sont détournés au bénéfice de postes à Paris.","Indubitablement, ä l'image du recit du Premier  ministre canadien John Doe, on pourrait se representer avec sarcasme une « House of Cards » lyonnaise avec un président du département qui apparaît parfois curieusement, un chargé de mission pour l’environnement qui recrute son voisin pédiatre comme expert en espèces menacées, ou avec des aides  destinées à la refondation de l'Afghanistan qui sont détournées pour la création de postes à Lyon.","Sans doute, s'inspirant de la saga du président australien Tom White, on pourrait construire avec dérision une « House of Cards » marseillaise avec un maire de la ville qui agit parfois de façon surprenante, un adjoint au maire responsable de la culture qui nomme son ami boulanger en tant que consultant en littérature moderne, ou avec des subventions pour la reconstruction de l'Irak qui sont détournées en faveur d'emplois à Marseille.","Evidemment, sur le modèle de l'histoire du président indien Raj Gupta, on pourrait concevoir avec moquerie une « House of Cards » genevoise avec un president du conseil qui se comporte parfois bizarrement, un secrétaire général en charge de la santé qui fait  entrer son cousin vétérinaire comme spécialiste des pandémies, ou avec des fonds de reconstruction pour Haïti qui sont détournés au gré d'emplois à Genève."
L’AfD avait d’abord relaté que l’homme âgé de 66 ans avait été assommé avec du bois équarri et avait perdu connaissance.,"Die AfD hatte zunächst berichtet, der 66-Jährige se1 mit einem Kantholz bewusstlos geschlagen worden.","Die SPD hatte ursprünglich verkündet, der 66-Jährige sei mit einem Sprungtuch absichtlich gefallen.","Die AfD hatte anfangs behauptet, der 66-Jährige sei mit einem Schlagring bewusstlos gemacht worden.","Die FDP hatte zuerst gemeldet, der 66-Jährige sei mit einem Pilz bewusstlos gegessen worden.","Die CDU hatte zunächst erzählt, der 66-Jährige sei mit einem Stuhl bewusstlos gestoßen worden.",L'AfD avait initialement déclaré que l'homme de 66 ans avait été frappé avec du bois brut et avait recouvré la conscience.,L'AfD avait d'abord révélé que l'homme âgé de 66 ans avait été assommé avec du bois de chauffage et avait gardé conscience.,L'AfD avait d'abord signalé que l'homme âgé de 66 ans avait été assommé avec du bois poli et n'avait Jamais perdu conscience.,L'AfD avait d'emblée raconté que l'homme de 66 ans avait été assommé avec du bois sculpté et avait brièvement perdu conscience.
"L’année dernière, en France, Marine Le Pen a été le deuxième membre de sa famille à se qualifier pour le second tour des élections présidentielles et elle a remporté 33 % des voix.",In Frankreich schaffte es Marine Le Pen ım Vorjahr als zweites Mitglied ihrer Familie in die Stichwahl eines Präsidentenvotums und erhielt 33 Prozent der Stimmen.,In Italien erreichte Matteo Salvıni letzten Monat als zweites Mitglied seiner Partei die Stichwahl eines Gouverneurspostens und bekam 33 Prozent der Stimmen.,In Österreich feierte Sebastian Kurz letztes Jahr als zweites Mitglied seiner politischen Bewegung die Stichwahl eines Kanzlers und erntete 33 Prozent der Zuneigung.,"In der Schweiz gelang es Petra Gössi letzte Woche als zweites Mitglied ihrer Fraktion, in die Stichwahl eines Regierungssitzes zu kommen und sie errang 33 Prozent der Unterstützung.",In Belgien schuf Jan Jambon vor zwei Jahren als zweites Mitglied seiner Gruppierung die Stichwahl eines Ministerpräsidentenamts und erzielte 33 Prozent der Wählerschaft.,"L'année précédente, en Italie, Marıa Rossi est devenue la seconde personne de sa famille à accéder à la  finale du tournoi de tennis et elle a gagné avec 33 % d'avance.","L'année suivante, en Allemagne, Martin Müller a été le deuxième membre de sa famille à se qualifier pour le second tour de la compétition de mathématiques et ıl a obtenu 33 % des points.","L'année dernière, en Espagne, Maria Fernandez a été la deuxième de sa famille à atteindre le second round des auditions de l'opéra national et elle a reçu 33 % des applaudissements.","L’année dernière, en France, Jean Le Pen a été le premier membre de sa famille à se qualifier pour le second tour des élections présidentielles et 1l a remporté 33 % des voix."
C’est pourquoi les représentants des groupes ont signé un code de conduite volontaire en automne 2018.,Vertreter der Konzerne hatten deshalb im Herbst 2018 einen freiwilligen Verhaltenskodex unterzeichnet.,Vertreter der Universitäten hatten deshalb im Frühjahr 2018 einen freiwilligen Verhaltenskodex unterzeichnet.,Vertreter der Konzerne hatten daher im Herbst 2018 eine freiwillige Vereinbarung zur Datensicherheit unterzeichnet.,Vertreter der Gewerkschaften hatten deshalb im Herbst 2018 einen freiwilligen Verhaltenskodex abgelehnt.,Vertreter der Konzerne hatten deshalb ım Sommer 2018 einen verbindlichen Verhaltenskodex unterzeichnet.,C’est pourquoi les délégués des syndicats ont ratifié un code d'éthique optionnel en printemps 2018.,C'est pourquoi les membres des clubs ont adopté un code de conduite volontaire en hiver 2018.,C'est pourquoi les administrateurs des sociétés ont révisé un code de conduite obligatoire en été 2018.,C’est pourquoi les responsables des équipes ont établi un code de comportement volontaire en automne 2018.
"Depuis les élections parlementaires en 2018, son parti, La Ligue, gouverne avec le Mouvement 5 étoiles.",Seit der Parlamentswahl 2018 regiert seine Partei Lega mit der Fünf-Sterne-Bewegung.,Seit der Parlamentswahl 2018 kooperiert seine Partei Lega mit der Fünf-Sterne-Bewegung.,Seit der Parlamentswahl 2018 konkurriert seine Partei Lega mit der Fünf-Sterne-Bewegung.,Seit der Parlamentswahl 2018 korrespondiert seine Partei Lega mit der Fünf-Sterne-Bewegung.,Seit der Parlamentswahl 2018 kollidiert seine Partei Lega mit der Fünf-Sterne-Bewegung.,"Depuis les élections législatives de 2018, son parti, La Ligue, collabore avec le Mouvement 5 étoiles.","Depuis les élections parlementaires en 2018, leur parti, La Ligue, partage le pouvoir avec le Mouvement 5 étoiles.","Depuis les élections au Parlement en 2018, son parti, La Ligue, allié au Mouvement 5 étoiles.","Depuis les élections de 2018, son parti, La Ligue, est en coalition avec le Mouvement 5 étoiles."
Le commissaire européen laisse sans réponse la question de savoir ce qui pourrait être fait sı des gouvernements populistes comme ceux de Hongrie ou d’Italie étaient eux-mêmes à l’origine de « fake news ».,"Die Frage, was denn unternommen werden könnte, wenn populistische Regierungen wie in Ungarn oder Italien selbst die Quelle von ""Fake News"" seien, ließ der EU- Kommissar unbeantwortet.","Die Frage, was denn unternommen werden würde, wenn populistische Regierungen wie in Russland oder Polen selbst die Empfänger von ""Fake News"" seien, ließ der UN-Botschafter unbeantwortet.","Die Frage, was denn unternommen werden sollte, wenn demokratische Regierungen wie ın Deutschland oder Frankreich selbst die Ziele von ""Fake News"" seien,  ließ der NATO-Generalsekretär unbeantwortet.","Die Frage, was denn unternommen werden könnte, wenn autoritäre Regierungen wie in China oder Nordkorea selbst die Verbreiter von ""Fake News"" seien, ließ der WHO-Direktor unbeantwortet.","Die Frage, was denn unternommen werden dürfte, wenn technokratische Regierungen wie iın Singapur oder Japan selbst die Erzeuger von ""Fake News"" seien, ließ der IMF-Präsident unbeantwortet.","Le commissaire européen laisse sans réponse la  question de savoir ce quı pourrait arriver si des gouvernements démocratiques comme ceux du Canada ou de la Suisse étaient eux-mêmes victimes de ""fake news"".","Le commissaire européen laisse sans réponse la question de savoir ce qui serait nécessaire si des gouvernements autoritaires comme ceux de la Russie ou de la Chine étaient eux-mêmes à l'origine de ""fake news"".","Le commissaire européen laisse sans réponse la  question de savoir ce qui pourrait être envisagé sı  des gouvernements socialistes comme ceux du Venezuela ou de Cuba étaient eux-mêmes cibles de ""fake news"".","Le commissaire européen laisse sans réponse la question de savoir ce quı pourrait être réalisé sı des gouvernements capitalistes comme ceux des États-Unis ou du Royaume-Uni étaient eux-mêmes responsables de ""fake news""."
"« Je n’ai aucune sympathie pour Monsieur Orban, je n’ai aucune sympathie pour ses idées d’une démocratie antilibérale, bien au contraire », a-t-elle insisté.","„Ich habe keinerlei Sympathien für Herrn Orban, ich habe keinerlei Sympathie für seine Ideen einer illiberalen Demokratie, ganz im Gegenteil‘“, betonte sie.","""Ich habe keinerlei Antipathie gegen Frau Merkel, ich habe keinerlei Antipathie gegen ihre Visionen einer liberalen Demokratie, ganz im Gegenteil"", erklärte er.","""Ich habe keinerlei Begeisterung für den Herrn Macron, ich habe keinerlei Begeisterung für seine Konzepte einer sozialen Demokratie, ganz im Gegenteil"", betonte sie.","""Ich habe keinerlei Abneigung gegen Frau Thatcher, ich habe keinerlei Abneigung gegen ihre Vorstellungen einer konservativen Demokratie, ganz ım Gegenteil"", argumentierte er.","""Ich habe keinerlei Skepsis gegenüber Herrn Trudeau, ich habe keinerlei Skepsis gegenüber seiner Umsetzung einer progressiven Demokratie, ganz ım Gegenteil"", betonte sie.","""Je n'ai aucune antipathie pour Monsieur Macron, je n'ai aucune antipathie pour ses idées d'une démocratie libérale, bien au contraire"", a-t-il insisté.","""Je n'ai pas de sympathie pour Madame Le Pen, je n'ai pas de sympathie pour ses 1dées d'un libéralisme antipathique, bien au contraire"", a-t-elle souligné.","""Je n'ai aucune animosité pour Monsieur Trudeau, je n'ai aucune animosité pour ses idées d'une démocratie antilibérale, bien au contraire"", a-t-1l déclaré.","""Je n'ai aucune affection pour Madame Merkel, je n'ai aucune affection pour ses 1dées d'une démocratie antilibérale, bien au contraire"", a-t-elle affirmé."
"Bien que le projet n’ait pas encore été adopté dans sa forme définitive, 1l indique l’orientation que la Linke voudrait changer dans l’Union européenne (UF).","Obgleich der Entwurf noch nıcht in endgültiger Fassung verabschiedet wurde, gibt er die Stoßrichtung an, was die Linke mit der Europäischen Union (EU) verändern möchte.","Obwohl der Plan noch nicht final ausgeführt wurde, zeigt er klar auf, was die Rechte an der Europäischen Union (EU) modifizieren wiıll.","Obgleich die Vorlage noch nicht in letzter Ausgabe genehmigt wurde, deutet sie an, was die Mitte mit der Europäischen Union (EU) transformieren möchte.","Obgleich der Entwurf noch nıcht in endgültiger Form bestätigt wurde, gibt er die Richtung vor, was die Grünen mit der Europäischen Union (EU) anpassen wollen.","Obwohl der Vorschlag noch nicht in abschließender Version übernommen wurde, weist er darauf hin, was die Liberalen mit der Europäischen Union (EU) reformieren möchten.","Bien que le champ n'ait pas encore été cultivé dans sa forme définitive, 1l indique la direction que le Jardinier envisage de changer dans son jardin.","Bien que la proposition n'ait pas encore été défendue dans sa forme définitive, elle indique l'objectif que le législateur voudrait changer dans la constitution.","Bien que la recette n’ait pas encore été créée dans sa forme definitive, elle indique le goüt que le chef voudrait changer dans le plat.","Bien que le design n'ait pas encore été dessiné dans sa forme définitive, 1l indique le style que l'architecte voudrait changer dans la structure du bâtiment."
"Cet article oblige, en premier lieu, les institutions de l’UE (vraiment toutes !) à faire preuve de transparence et à engager le dialogue avec les citoyens.",Zunächst einmal verpflichtet dieser Artikel die Organe der EU (und zwar alle!) zur Transparenz und zum Dialog mit den Bürger*innen.,Zunächst einmal fordert dieser Artikel die Organe der EU (und zwar alle!) zur Transparenz und zum Dialog mit den Politikern.,Zunächst einmal ermutigt dieser Artikel die Organe der EU (und zwar alle!) zur Transparenz und zum Dialog mit den Experten.,Zunächst einmal betrachtet dieser Artikel die Organe der EU (und zwar alle!) zur Transparenz und zum Dialog mit den Aktivist*innen.,Zunächst einmal empfiehlt dieser Artikel die Organe der EU (und zwar alle!) zur Transparenz und zum Dialog mit den Mitarbeiter*innen.,"Cet article dissuade, en premier lieu, les  institutions de l'UE (absolument toutes !) de manquer de transparence et d'éviter le dialogue avec les citoyens.","Cet article encourage, en premier lieu, les institutions de l'UE (sans exception !) à s'opposer à la transparence et à interrompre le dialogue avec les citoyens.","Cet article interdit, en premier lieu, les  institutions de l'UE (exclusivement toutes !) de négliger la transparence et de fuir le dialogue avec les citoyens.","Cet article prescrit, en premier lieu, les institutions de l'UE (rigoureusement toutes !) de compromettre la transparence et de retarder le dialogue avec les citoyens."
"(Traité sur l’Union européenne, article 17, paragraphe 5) La procédure de nomination des commissaires n’est pas non plus antidémocratique, puisqu’ils sont nommés par les instances compétentes, démocratiquement légitimées dans les États membres et qu’il existe un processus de vote avec le Parlement européen sur la liste proposée par le Conseil.","(Vertrag zur Europäischen Union, Artikel 17 (5)) Auch das Verfahren zur Bestimmung der Kommissare ist keineswegs undemokratisch, denn sie werden ja von den zuständigen demokratisch legitimierten Gremien der Mitgliedsländer nominiert — und es gibt einen Abstimmungsprozess mit dem Europäischen Parlament zu der vom Rat vorgeschlagenen Liste.","(Vertrag über die Europäische Union, Artikel 12 (5)) Auch das Verfahren zur Auswahl der Richter ist keineswegs undemokratisch, denn sie werden ja von den entsprechenden demokratisch legitimen Einrichtungen der Mitgliedstaaten vorgeschlagen - und es besteht ein Konsultationsprozess miıt dem Europäischen Parlament hinsichtlich der vom Rat vorgeschlagenen Liste.","(Vertrag über die Europäische Union, Artikel 20 (5)) Auch das Verfahren zur Ernennung der Diplomaten ist alles andere als undemokratisch, denn sie werden ja von demokratisch legitimierten Stellen der Mitgliedsländer nominiert — und es kommt zu einem Diskurs miıt dem Europäischen Parlament über die vom Rat aufgestellte Liste.","(Vertrag der Europäischen Union, Artikel 23 (5)) Das Verfahren zur Bestimmung der Beobachter ist keineswegs undemokratisch, denn sie werden ja von den damit beauftragten demokratisch legitimen Gremien der Mitgliedsländer benannt — und es erfolgt eine Abstimmung mit dem Europäischen Parlament bezüglich der vom Rat empfohlenen Liste.","(Vertrag zur Europäischen Union, Artikel 26 (5)) Das Verfahren zur Festlegung der Botschafter ist in keiner Weise undemokratisch, denn sie werden Ja von den passenden demokratisch legitimierten Organen der Mitgliedstaaten vorgeschlagen - und es gibt einen Beratungsprozess mit dem Europäischen Parlament über die vom Rat vorgelegte Liste.","(Traité de l'Union européenne, article 18, paragraphe  4) La méthode de démission des commissaires n’est pas non plus autocratique, étant donné qu'ils sont  licenciés par les autorités adéquates,  démocratiquement établies dans les États membres et qu’il y a un processus de vote avec le Parlement européen sur la liste soumise par le Conseil.","(Traité de l'Union européenne, article 17, paragraphe 5) Le système de sélection des commissaires n'est pas antidémocratique non plus, puisqu'ils sont choisis par les organismes appropriés, démocratiquement validés parmi les États membres et un processus de vote a lieu avec le Parlement européen sur la liste mise en place par le Conseil.","(Traité de l'Union européenne, article 17, paragraphe 5) La stratégie de nomination des délégués n'est pas antidémocratique non plus, car ils sont sélectionnés par les institutions qualifiées, légitimées démocratiquement dans les États membres, et qu'il y a une procédure de vote avec le Parlement européen sur la liste proposée par le Conseil.","(Traité de l'Union européenne, article 17, paragraphe 5) Le principe de désignation des commissaires n'est pas non plus antidémocratique, étant donné qu'ils sont désignés par les entités compétentes, légitimement démocratiques dans les États membres, et qu'il existe un processus de vote avec le Parlement européen sur la liste avancée par le Conseil."
Jamais auparavant le natif de Leipzig ne s’était exprimé librement devant autant de gens.,Noch nie hat der Leipziger vor so vielen Menschen frei gesprochen.,Noch nie hat der Leipziger so viele Menschen frei sprechen lassen.,"Noch nie hat der Leipziger vor so vielen Menschen frei gesprochen, ohne zu zögern.",Noch nie hat so viele Menschen der Leipziger frei gesprochen.,Noch nie hat der Leipziger vor so vielen Menschen frei gesungen.,Jamais auparavant le touriste de Leipzig ne s'etait endormi paisiblement devant autant de gens.,Jamais auparavant le résident de Leipzig ne s'était déshabillé ouvertement devant autant de gens.,Jamais auparavant le maire de Leipzig ne s'était imposé autoritairement devant autant de gens.,Jamais auparavant le chanteur de Leipzig ne s'était produit spectaculairement devant autant de gens.
"Au moins jusqu’à l’arrivée au pouvoir du nouveau gouvernement, l’Alliance nationale (AN) reste dans la coalition formée avec les conservateurs.",Zumindest bis zum Antritt der neuen Regierung bleibt die Nationale Vereinigung (NA) in der Koalition mit den Konservatıven.,Zumindest bis zum Antrıtt der neuen Lehrer bleibt die Nationale Schulbehörde (NSB) in der Kooperation mit den Konservativen.,Bis zum Antritt des neuen Direktors bleibt die Nationale Vereinigung (NA) in der Koalition mit den Liberalen.,Zumindest bis zum Antrıtt der neuen Präsidentin verlässt die Nationale Vereinigung (NA) die Koalition mit den Konservatıven.,Bis zum Antritt der alten Regierung bleibt die Nationale Vereinigung (NA) in der Koalition mit den Konservativen.,"Au moins jusqu'à l'apparition du nouveau règlement, l'Alliance nationale (AN) reste dans le conflit formé avec les conservateurs.","Au moins jusqu'à l'implication de pouvoir du nouveau gouvernement, l'Alliance nationale (AN) reste dans la collaboration formée avec les conservateurs.","Au moins jusqu'à l'arrivée au pouvoir du nouveau gouvernement, l'Alliance nationale (AN) reste dans l'association formée avec les conservateurs.","Au moins jusqu'à l'arrivée au pouvoir du gouvernement récent, l'Alliance nationale (AN) reste dans la coalition formée avec les conservateurs."
